wildcard;diameter;left_pair;right_pair
microsoft.awsconnector/e*es/read;2;microsoft/awsconnector/ec2accountattributes/read;microsoft/awsconnector/ec2addresses/read
microsoft.awsconnector/ecr*/write;2;microsoft/awsconnector/ecrimagedetails/write;microsoft/awsconnector/ecrrepositories/write
microsoft.awsconnector/e*lusters/delete;2;microsoft/awsconnector/ecsclusters/delete;microsoft/awsconnector/eksclusters/delete
microsoft.awsconnector/ecs*/read;2;microsoft/awsconnector/ecsclusters/read;microsoft/awsconnector/ecsservices/read
microsoft.awsconnector/e*rs/write;2;microsoft/awsconnector/ec2keypairs/write;microsoft/awsconnector/ecsclusters/write
microsoft.awsconnector/ec*ces/delete;2;microsoft/awsconnector/ec2instances/delete;microsoft/awsconnector/ec2networkinterfaces/delete
microsoft.awsconnector/e*es/read;2;microsoft/awsconnector/ec2accountattributes/read;microsoft/awsconnector/ec2addresses/read
microsoft.awsconnector/ecs*/write;2;microsoft/awsconnector/ecsclusters/write;microsoft/awsconnector/ecsservices/write
microsoft.awsconnector/e*ions/delete;2;microsoft/awsconnector/ec2vpcpeeringconnections/delete;microsoft/awsconnector/ecstaskdefinitions/delete
microsoft.awsconnect*s/read;2;microsoft/awsconnector/locations/operationstatuses/read;microsoft/awsconnector/operations/read
microsoft.awsconnec*ons/write;2;microsoft/awsconnector/cloudfrontdistributions/write;microsoft/awsconnector/dynamodbcontinuousbackupsdescriptions/write
microsoft.awsconnector/e*/delete;2;microsoft/awsconnector/ec2accountattributes/delete;microsoft/awsconnector/ec2addresses/delete
microsoft.awsconnector/*s/read;2;microsoft/awsconnector/locations/operationstatuses/read;microsoft/awsconnector/operations/read
microsoft.awsconnector/ef*s/write;2;microsoft/awsconnector/efsfilesystems/write;microsoft/awsconnector/efsmounttargets/write
microsoft.awsconnector/ef*s/delete;2;microsoft/awsconnector/efsfilesystems/delete;microsoft/awsconnector/efsmounttargets/delete
microsoft.awsconnector/efs*/read;2;microsoft/awsconnector/efsfilesystems/read;microsoft/awsconnector/efsmounttargets/read
microsoft.awsconnector/efs*/write;2;microsoft/awsconnector/efsfilesystems/write;microsoft/awsconnector/efsmounttargets/write
microsoft.awsconnector/ek*/delete;2;microsoft/awsconnector/eksclusters/delete;microsoft/awsconnector/eksnodegroups/delete
microsoft.awsconnector/eks*/read;2;microsoft/awsconnector/eksclusters/read;microsoft/awsconnector/eksnodegroups/read
microsoft.awsconnector/eks*/write;2;microsoft/awsconnector/eksclusters/write;microsoft/awsconnector/eksnodegroups/write
microsoft.awsconnector/*;2;microsoft/awsconnector/locations/operationstatuses/read;microsoft/awsconnector/operations/read
microsoft.awsconnector/*roups/read;2;microsoft/awsconnector/autoscalingautoscalinggroups/read;microsoft/awsconnector/ec2securitygroups/read
microsoft.awsconnector/eks*s/write;2;microsoft/awsconnector/eksclusters/write;microsoft/awsconnector/eksnodegroups/write
microsoft.awsconnector/elasticbeansta*/delete;2;microsoft/awsconnector/elasticbeanstalkapplications/delete;microsoft/awsconnector/elasticbeanstalkconfigurationtemplates/delete
microsoft.awsconnector/elasticb*/read;2;microsoft/awsconnector/elasticbeanstalkapplications/read;microsoft/awsconnector/elasticbeanstalkconfigurationtemplates/read
microsoft.awsconnector/elasticbeanst*/write;2;microsoft/awsconnector/elasticbeanstalkapplications/write;microsoft/awsconnector/elasticbeanstalkconfigurationtemplates/write
microsoft.awsconnector/elasticbeansta*s/delete;2;microsoft/awsconnector/elasticbeanstalkapplications/delete;microsoft/awsconnector/elasticbeanstalkconfigurationtemplates/delete
microsoft.awsconnector/elasticbea*s/read;2;microsoft/awsconnector/elasticbeanstalkapplications/read;microsoft/awsconnector/elasticbeanstalkconfigurationtemplates/read
microsoft.awsconnecto*es/write;2;microsoft/awsconnector/locations/operationstatuses/write;microsoft/awsconnector/acmcertificatesummaries/write
microsoft.awsconnector/elasticbea*s/delete;2;microsoft/awsconnector/elasticbeanstalkapplications/delete;microsoft/awsconnector/elasticbeanstalkconfigurationtemplates/delete
microsoft.awsconnector/e*s/read;2;microsoft/awsconnector/ec2accountattributes/read;microsoft/awsconnector/ec2addresses/read
microsoft.awsconnector/elasticbea*s/write;2;microsoft/awsconnector/elasticbeanstalkapplications/write;microsoft/awsconnector/elasticbeanstalkconfigurationtemplates/write
microsoft.awsconnector/elasticloadbalancingv2l*/delete;2;microsoft/awsconnector/elasticloadbalancingv2listeners/delete;microsoft/awsconnector/elasticloadbalancingv2loadbalancers/delete
microsoft.awsconnector/elasticloadbalancingv2l*/read;2;microsoft/awsconnector/elasticloadbalancingv2listeners/read;microsoft/awsconnector/elasticloadbalancingv2loadbalancers/read
microsoft.awsconnector/elasticloadbalancingv2l*ers/write;2;microsoft/awsconnector/elasticloadbalancingv2listeners/write;microsoft/awsconnector/elasticloadbalancingv2loadbalancers/write
microsoft.awsconnector/elasticloadbalancing*/delete;2;microsoft/awsconnector/elasticloadbalancingv2listeners/delete;microsoft/awsconnector/elasticloadbalancingv2loadbalancers/delete
microsoft.awsconnector/elasticloadbalancing*/read;2;microsoft/awsconnector/elasticloadbalancingv2listeners/read;microsoft/awsconnector/elasticloadbalancingv2loadbalancers/read
microsoft.awsconnector/elasticloadbalancing*ers/write;2;microsoft/awsconnector/elasticloadbalancingv2listeners/write;microsoft/awsconnector/elasticloadbalancingv2loadbalancers/write
microsoft.awsconnector/elasticloadbalancingv2target*s/delete;2;microsoft/awsconnector/elasticloadbalancingv2targetgroups/delete;microsoft/awsconnector/elasticloadbalancingv2targethealthdescriptions/delete
microsoft.awsconnector/elasticloadbalancingv2tar*/read;2;microsoft/awsconnector/elasticloadbalancingv2targetgroups/read;microsoft/awsconnector/elasticloadbalancingv2targethealthdescriptions/read
microsoft.awsconnector/elasticloadbalancingv2target*s/write;2;microsoft/awsconnector/elasticloadbalancingv2targetgroups/write;microsoft/awsconnector/elasticloadbalancingv2targethealthdescriptions/write
microsoft.awsconnecto*descriptions/delete;2;microsoft/awsconnector/dynamodbcontinuousbackupsdescriptions/delete;microsoft/awsconnector/elasticloadbalancingv2targethealthdescriptions/delete
microsoft.awsconnect*escriptions/read;2;microsoft/awsconnector/dynamodbcontinuousbackupsdescriptions/read;microsoft/awsconnector/elasticloadbalancingv2targethealthdescriptions/read
microsoft.awsconnector/elasticloadb*s/write;2;microsoft/awsconnector/elasticloadbalancingv2listeners/write;microsoft/awsconnector/elasticloadbalancingv2loadbalancers/write
microsoft.awsconnector/elast*ns/delete;2;microsoft/awsconnector/elasticbeanstalkapplications/delete;microsoft/awsconnector/elasticloadbalancingv2targethealthdescriptions/delete
microsoft.awsconnector/elastic*ns/read;2;microsoft/awsconnector/elasticbeanstalkapplications/read;microsoft/awsconnector/elasticloadbalancingv2targethealthdescriptions/read
microsoft.awsconnector/elastic*ns/write;2;microsoft/awsconnector/elasticbeanstalkapplications/write;microsoft/awsconnector/elasticloadbalancingv2targethealthdescriptions/write
microsoft.awsconnector/e*usters/delete;2;microsoft/awsconnector/ecsclusters/delete;microsoft/awsconnector/eksclusters/delete
microsoft.awsconnector/e*sters/read;2;microsoft/awsconnector/ecsclusters/read;microsoft/awsconnector/eksclusters/read
microsoft.awsconnector/e*ers/write;2;microsoft/awsconnector/ecsclusters/write;microsoft/awsconnector/eksclusters/write
microsoft.awsconnec*rs/delete;2;microsoft/awsconnector/accessanalyzeranalyzers/delete;microsoft/awsconnector/configserviceconfigurationrecorders/delete
microsoft.awsconnec*s/read;2;microsoft/awsconnector/locations/operationstatuses/read;microsoft/awsconnector/operations/read
microsoft.awsconnector/*rs/write;2;microsoft/awsconnector/accessanalyzeranalyzers/write;microsoft/awsconnector/configserviceconfigurationrecorders/write
microsoft.awsconnector/iamaccessk*/delete;2;microsoft/awsconnector/iamaccesskeylastuseds/delete;microsoft/awsconnector/iamaccesskeymetadata/delete
microsoft.awsconnector/iamacce*/read;2;microsoft/awsconnector/iamaccesskeylastuseds/read;microsoft/awsconnector/iamaccesskeymetadata/read
microsoft.awsconnector/iamaccesskey*/write;2;microsoft/awsconnector/iamaccesskeylastuseds/write;microsoft/awsconnector/iamaccesskeymetadata/write
microsoft.awsconnector/iamaccessk*/delete;2;microsoft/awsconnector/iamaccesskeylastuseds/delete;microsoft/awsconnector/iamaccesskeymetadata/delete
microsoft.awsconnector/iamacc*/read;2;microsoft/awsconnector/iamaccesskeylastuseds/read;microsoft/awsconnector/iamaccesskeymetadata/read
microsoft.awsconnector/iamaccessk*/write;2;microsoft/awsconnector/iamaccesskeylastuseds/write;microsoft/awsconnector/iamaccesskeymetadata/write
microsoft.awsconnector/iam*/delete;2;microsoft/awsconnector/iamaccesskeylastuseds/delete;microsoft/awsconnector/iamaccesskeymetadata/delete
microsoft.awsconnector/iam*/read;2;microsoft/awsconnector/iamaccesskeylastuseds/read;microsoft/awsconnector/iamaccesskeymetadata/read
microsoft.awsconnector/iam*/write;2;microsoft/awsconnector/iamaccesskeylastuseds/write;microsoft/awsconnector/iamaccesskeymetadata/write
microsoft.awsconnector/i*s/delete;2;microsoft/awsconnector/iamaccesskeylastuseds/delete;microsoft/awsconnector/iamgroups/delete
microsoft.awsconnector/ia*s/read;2;microsoft/awsconnector/iamaccesskeylastuseds/read;microsoft/awsconnector/iamgroups/read
microsoft.awsconnecto*les/write;2;microsoft/awsconnector/dynamodbtables/write;microsoft/awsconnector/ec2routetables/write
microsoft.awsconnector/iam*fadevices/delete;2;microsoft/awsconnector/iammfadevices/delete;microsoft/awsconnector/iamvirtualmfadevices/delete
microsoft.awsconnector/iam*evices/read;2;microsoft/awsconnector/iammfadevices/read;microsoft/awsconnector/iamvirtualmfadevices/read
microsoft.awsconnector/iamm*es/write;2;microsoft/awsconnector/iammfadevices/write;microsoft/awsconnector/iammanagedpolicies/write
microsoft.awsconnector/iam*ies/delete;2;microsoft/awsconnector/iammanagedpolicies/delete;microsoft/awsconnector/iampasswordpolicies/delete
microsoft.awsconnector/iam*es/read;2;microsoft/awsconnector/iaminstanceprofiles/read;microsoft/awsconnector/iammfadevices/read
microsoft.awsconnector/iamm*es/write;2;microsoft/awsconnector/iammfadevices/write;microsoft/awsconnector/iammanagedpolicies/write
microsoft.awsconnector/i*policies/delete;2;microsoft/awsconnector/iammanagedpolicies/delete;microsoft/awsconnector/iampasswordpolicies/delete
microsoft.awsconnector/i*cies/read;2;microsoft/awsconnector/iammanagedpolicies/read;microsoft/awsconnector/iampasswordpolicies/read
microsoft.awsconnector/i*es/write;2;microsoft/awsconnector/iaminstanceprofiles/write;microsoft/awsconnector/iammfadevices/write
microsoft.awsconnector*/delete;2;microsoft/awsconnector/accessanalyzeranalyzers/delete;microsoft/awsconnector/acmcertificatesummaries/delete
microsoft.awsconnector/iamp*/read;2;microsoft/awsconnector/iampasswordpolicies/read;microsoft/awsconnector/iampolicyversions/read
microsoft.awsconnector/*/write;2;microsoft/awsconnector/locations/operationstatuses/write;microsoft/awsconnector/accessanalyzeranalyzers/write
microsoft.awsconnector/iam*les/delete;2;microsoft/awsconnector/iaminstanceprofiles/delete;microsoft/awsconnector/iamroles/delete
microsoft.awsconnector/iam*/read;2;microsoft/awsconnector/iamaccesskeylastuseds/read;microsoft/awsconnector/iamaccesskeymetadata/read
microsoft.awsconnector/iam*es/write;2;microsoft/awsconnector/iaminstanceprofiles/write;microsoft/awsconnector/iammfadevices/write
microsoft.awsc*tes/delete;2;microsoft/awsconnector/ec2accountattributes/delete;microsoft/awsconnector/elasticbeanstalkconfigurationtemplates/delete
microsoft.awsconnector*/read;2;microsoft/awsconnector/locations/operationstatuses/read;microsoft/awsconnector/operations/read
microsoft.awsconnecto*ates/write;2;microsoft/awsconnector/elasticbeanstalkconfigurationtemplates/write;microsoft/awsconnector/iamservercertificates/write
microsoft.awsconnector/iam*ies/delete;2;microsoft/awsconnector/iammanagedpolicies/delete;microsoft/awsconnector/iampasswordpolicies/delete
microsoft.awsconnector/iam*icies/read;2;microsoft/awsconnector/iammanagedpolicies/read;microsoft/awsconnector/iampasswordpolicies/read
microsoft.awsconnector/iam*icies/write;2;microsoft/awsconnector/iammanagedpolicies/write;microsoft/awsconnector/iampasswordpolicies/write
microsoft.awsconnector/iam*ices/delete;2;microsoft/awsconnector/iammfadevices/delete;microsoft/awsconnector/iamvirtualmfadevices/delete
microsoft.awsconnector/ia*adevices/read;2;microsoft/awsconnector/iammfadevices/read;microsoft/awsconnector/iamvirtualmfadevices/read
microsoft.awsconnector/iam*mfadevices/write;2;microsoft/awsconnector/iammfadevices/write;microsoft/awsconnector/iamvirtualmfadevices/write
microsoft.awsconnector/km*/delete;2;microsoft/awsconnector/kmsaliases/delete;microsoft/awsconnector/kmskeys/delete
microsoft.awsconnector/kms*/read;2;microsoft/awsconnector/kmsaliases/read;microsoft/awsconnector/kmskeys/read
microsoft.awsconnector/*ses/write;2;microsoft/awsconnector/locations/operationstatuses/write;microsoft/awsconnector/configserviceconfigurationrecorderstatuses/write
microsoft.awsconnector/kms*s/delete;2;microsoft/awsconnector/kmsaliases/delete;microsoft/awsconnector/kmskeys/delete
microsoft.awsconnector/kms*/read;2;microsoft/awsconnector/kmsaliases/read;microsoft/awsconnector/kmskeys/read
microsoft.awsconnector/kms*/write;2;microsoft/awsconnector/kmsaliases/write;microsoft/awsconnector/kmskeys/write
microsoft.awsconnector/lambdafunction*/delete;2;microsoft/awsconnector/lambdafunctioncodelocations/delete;microsoft/awsconnector/lambdafunctionconfigurations/delete
microsoft.awsconnector/lambdafunctionco*/read;2;microsoft/awsconnector/lambdafunctioncodelocations/read;microsoft/awsconnector/lambdafunctionconfigurations/read
microsoft.awsconnector/lambdafunctionc*s/write;2;microsoft/awsconnector/lambdafunctioncodelocations/write;microsoft/awsconnector/lambdafunctionconfigurations/write
microsoft.awsconnector/lambdafunc*ions/delete;2;microsoft/awsconnector/lambdafunctioncodelocations/delete;microsoft/awsconnector/lambdafunctionconfigurations/delete
microsoft.awsconnector/lambdafunction*ions/read;2;microsoft/awsconnector/lambdafunctioncodelocations/read;microsoft/awsconnector/lambdafunctionconfigurations/read
microsoft.awsconnector/lambdafunctionco*ations/write;2;microsoft/awsconnector/lambdafunctioncodelocations/write;microsoft/awsconnector/lambdafunctionconfigurations/write
microsoft.awsconnector/lambdafunctio*/delete;2;microsoft/awsconnector/lambdafunctioncodelocations/delete;microsoft/awsconnector/lambdafunctionconfigurations/delete
microsoft.awsconnector/lambdafunction*/read;2;microsoft/awsconnector/lambdafunctioncodelocations/read;microsoft/awsconnector/lambdafunctionconfigurations/read
microsoft.awsconnector/lambdafunction*/write;2;microsoft/awsconnector/lambdafunctioncodelocations/write;microsoft/awsconnector/lambdafunctionconfigurations/write
microsoft.awsconnector/licensemanagerlicenses/delete;;microsoft.awsconnector/licensemanagerlicenses/delete;microsoft.awsconnector/licensemanagerlicenses/delete
microsoft.awsconnec*s/read;2;microsoft/awsconnector/locations/operationstatuses/read;microsoft/awsconnector/operations/read
microsoft.awsconnector/l*s/write;2;microsoft/awsconnector/locations/operationstatuses/write;microsoft/awsconnector/lambdafunctioncodelocations/write
microsoft.awsconnector/lightsai*s/delete;2;microsoft/awsconnector/lightsailbuckets/delete;microsoft/awsconnector/lightsailinstances/delete
microsoft.awsconnector/lights*s/read;2;microsoft/awsconnector/lightsailbuckets/read;microsoft/awsconnector/lightsailinstances/read
microsoft.awsconnector/lightsa*s/write;2;microsoft/awsconnector/lightsailbuckets/write;microsoft/awsconnector/lightsailinstances/write
microsoft.awsconnector/light*s/delete;2;microsoft/awsconnector/lightsailbuckets/delete;microsoft/awsconnector/lightsailinstances/delete
microsoft.awsconnector/lightsai*/read;2;microsoft/awsconnector/lightsailbuckets/read;microsoft/awsconnector/lightsailinstances/read
microsoft.awsconnector/lights*/write;2;microsoft/awsconnector/lightsailbuckets/write;microsoft/awsconnector/lightsailinstances/write
microsoft.awsconnector/logslo*s/delete;2;microsoft/awsconnector/logsloggroups/delete;microsoft/awsconnector/logslogstreams/delete
microsoft.awsconnector/logslog*s/read;2;microsoft/awsconnector/logsloggroups/read;microsoft/awsconnector/logslogstreams/read
microsoft.awsconnector/logslog*/write;2;microsoft/awsconnector/logsloggroups/write;microsoft/awsconnector/logslogstreams/write
microsoft.awsconnector/logslo*s/delete;2;microsoft/awsconnector/logsloggroups/delete;microsoft/awsconnector/logslogstreams/delete
microsoft.awsconnector/logslog*s/read;2;microsoft/awsconnector/logsloggroups/read;microsoft/awsconnector/logslogstreams/read
microsoft.awsconnect*/write;2;microsoft/awsconnector/locations/operationstatuses/write;microsoft/awsconnector/accessanalyzeranalyzers/write
microsoft.awsconnector/l*rs/delete;2;microsoft/awsconnector/logsmetricfilters/delete;microsoft/awsconnector/logssubscriptionfilters/delete
microsoft.awsconnector/logs*rs/read;2;microsoft/awsconnector/logsmetricfilters/read;microsoft/awsconnector/logssubscriptionfilters/read
microsoft.awsconnector/log*ters/write;2;microsoft/awsconnector/logsmetricfilters/write;microsoft/awsconnector/logssubscriptionfilters/write
microsoft.awsconnector*s/delete;2;microsoft/awsconnector/accessanalyzeranalyzers/delete;microsoft/awsconnector/acmcertificatesummaries/delete
microsoft.awsconnector/log*rs/read;2;microsoft/awsconnector/logsmetricfilters/read;microsoft/awsconnector/logssubscriptionfilters/read
microsoft.awsconnector/logs*ilters/write;2;microsoft/awsconnector/logsmetricfilters/write;microsoft/awsconnector/logssubscriptionfilters/write
microsoft.awsconnector/*summaries/delete;2;microsoft/awsconnector/acmcertificatesummaries/delete;microsoft/awsconnector/macie2jobsummaries/delete
microsoft.awsconnector/*aries/read;2;microsoft/awsconnector/acmcertificatesummaries/read;microsoft/awsconnector/macie2jobsummaries/read
microsoft.awsconnector/*mmaries/write;2;microsoft/awsconnector/acmcertificatesummaries/write;microsoft/awsconnector/macie2jobsummaries/write
microsoft.awsconnector/maci*s/delete;2;microsoft/awsconnector/macie2jobsummaries/delete;microsoft/awsconnector/macieallowlists/delete
microsoft.awsconnector/*;2;microsoft/awsconnector/locations/operationstatuses/read;microsoft/awsconnector/operations/read
microsoft.awsconnector/macie*/write;2;microsoft/awsconnector/macie2jobsummaries/write;microsoft/awsconnector/macieallowlists/write
microsoft.awsconnector/networkfirewallfirewal*/delete;2;microsoft/awsconnector/networkfirewallfirewallpolicies/delete;microsoft/awsconnector/networkfirewallfirewalls/delete
microsoft.awsconnector/networkfire*/read;2;microsoft/awsconnector/networkfirewallfirewallpolicies/read;microsoft/awsconnector/networkfirewallfirewalls/read
microsoft.awsconnector/networ*/write;2;microsoft/awsconnector/networkfirewallfirewallpolicies/write;microsoft/awsconnector/networkfirewallfirewalls/write
microsoft.awsconnector/networkfirewallfirew*s/delete;2;microsoft/awsconnector/networkfirewallfirewallpolicies/delete;microsoft/awsconnector/networkfirewallfirewalls/delete
microsoft.awsconnector/networkfirewallfirewall*/read;2;microsoft/awsconnector/networkfirewallfirewallpolicies/read;microsoft/awsconnector/networkfirewallfirewalls/read
microsoft.awsconnector/networkfirewallfirewal*/write;2;microsoft/awsconnector/networkfirewallfirewallpolicies/write;microsoft/awsconnector/networkfirewallfirewalls/write
microsoft.awsconnector/networkfirewal*s/delete;2;microsoft/awsconnector/networkfirewallfirewallpolicies/delete;microsoft/awsconnector/networkfirewallfirewalls/delete
microsoft.awsconnector/networkf*s/read;2;microsoft/awsconnector/networkfirewallfirewallpolicies/read;microsoft/awsconnector/networkfirewallfirewalls/read
microsoft.awsconnector/networkfirewal*/write;2;microsoft/awsconnector/networkfirewallfirewallpolicies/write;microsoft/awsconnector/networkfirewallfirewalls/write
microsoft.awsconnector/*statuses/delete;2;microsoft/awsconnector/configserviceconfigurationrecorderstatuses/delete;microsoft/awsconnector/ec2instancestatuses/delete
microsoft.awsconnector/opensearch*/read;2;microsoft/awsconnector/opensearchdomainstatuses/read;microsoft/awsconnector/opensearchservicedomains/read
microsoft.awsconnector/op*s/write;2;microsoft/awsconnector/opensearchdomainstatuses/write;microsoft/awsconnector/opensearchservicedomains/write
microsoft.awsconnector/open*/delete;2;microsoft/awsconnector/opensearchdomainstatuses/delete;microsoft/awsconnector/opensearchservicedomains/delete
microsoft.awsconnector/opensear*s/read;2;microsoft/awsconnector/opensearchdomainstatuses/read;microsoft/awsconnector/opensearchservicedomains/read
microsoft.awsconnecto*ains/write;2;microsoft/awsconnector/elasticsearchdomains/write;microsoft/awsconnector/opensearchservicedomains/write
microsoft.awsconnector/organi*s/delete;2;microsoft/awsconnector/organizationsaccounts/delete;microsoft/awsconnector/organizationsorganizations/delete
microsoft.awsconnector/organizat*s/read;2;microsoft/awsconnector/organizationsaccounts/read;microsoft/awsconnector/organizationsorganizations/read
microsoft.awsconnect*nts/write;2;microsoft/awsconnector/ec2vpcendpoints/write;microsoft/awsconnector/elasticbeanstalkenvironments/write
microsoft.awsconnector/organiz*/delete;2;microsoft/awsconnector/organizationsaccounts/delete;microsoft/awsconnector/organizationsorganizations/delete
microsoft.awsconnector/organization*/read;2;microsoft/awsconnector/organizationsaccounts/read;microsoft/awsconnector/organizationsorganizations/read
microsoft.awsconnector/organizations*s/write;2;microsoft/awsconnector/organizationsaccounts/write;microsoft/awsconnector/organizationsorganizations/write
microsoft.awsconnector/rdsdb*s/delete;2;microsoft/awsconnector/rdsdbclusters/delete;microsoft/awsconnector/rdsdbinstances/delete
microsoft.awsconnector/rdsdb*/read;2;microsoft/awsconnector/rdsdbclusters/read;microsoft/awsconnector/rdsdbinstances/read
microsoft.awsconnector/rdsdb*s/write;2;microsoft/awsconnector/rdsdbclusters/write;microsoft/awsconnector/rdsdbinstances/write
microsoft.awsconnector/*stances/delete;2;microsoft/awsconnector/databasemigrationservicereplicationinstances/delete;microsoft/awsconnector/ec2instances/delete
microsoft.awsconnector/rdsdb*/read;2;microsoft/awsconnector/rdsdbclusters/read;microsoft/awsconnector/rdsdbinstances/read
microsoft.awsconnector/rdsdb*/write;2;microsoft/awsconnector/rdsdbclusters/write;microsoft/awsconnector/rdsdbinstances/write
microsoft.awsconnector/rdsdbsnapsho*s/delete;2;microsoft/awsconnector/rdsdbsnapshotattributesresults/delete;microsoft/awsconnector/rdsdbsnapshots/delete
microsoft.awsconnecto*/read;2;microsoft/awsconnector/locations/operationstatuses/read;microsoft/awsconnector/operations/read
microsoft.awsconnector/rdsdbsnapsho*s/write;2;microsoft/awsconnector/rdsdbsnapshotattributesresults/write;microsoft/awsconnector/rdsdbsnapshots/write
microsoft.awsconnector/rdsdbsnapsh*s/delete;2;microsoft/awsconnector/rdsdbsnapshotattributesresults/delete;microsoft/awsconnector/rdsdbsnapshots/delete
microsoft.awsconnector/rdsdbsnapshot*/read;2;microsoft/awsconnector/rdsdbsnapshotattributesresults/read;microsoft/awsconnector/rdsdbsnapshots/read
microsoft.awsconnector/rdsdbsn*ts/write;2;microsoft/awsconnector/rdsdbsnapshotattributesresults/write;microsoft/awsconnector/rdsdbsnapshots/write
microsoft.awsconnector/rds*s/delete;2;microsoft/awsconnector/rdsdbclusters/delete;microsoft/awsconnector/rdsdbinstances/delete
microsoft.awsconnector/*ptions/read;2;microsoft/awsconnector/dynamodbcontinuousbackupsdescriptions/read;microsoft/awsconnector/elasticloadbalancingv2targethealthdescriptions/read
microsoft.awsconnector/rdse*/write;2;microsoft/awsconnector/rdseventsubscriptions/write;microsoft/awsconnector/rdsexporttasks/write
microsoft.awsconnector/rds*s/delete;2;microsoft/awsconnector/rdsdbclusters/delete;microsoft/awsconnector/rdsdbinstances/delete
microsoft.awsconnector/rds*/read;2;microsoft/awsconnector/rdsdbclusters/read;microsoft/awsconnector/rdsdbinstances/read
microsoft.awsconnector/rd*/write;2;microsoft/awsconnector/rdsdbclusters/write;microsoft/awsconnector/rdsdbinstances/write
microsoft.awsconnector/redshiftcluster*/delete;2;microsoft/awsconnector/redshiftclusterparametergroups/delete;microsoft/awsconnector/redshiftclusters/delete
microsoft.awsconnector/redshiftcl*s/read;2;microsoft/awsconnector/redshiftclusterparametergroups/read;microsoft/awsconnector/redshiftclusters/read
microsoft.awsconnector/redshiftcluste*/write;2;microsoft/awsconnector/redshiftclusterparametergroups/write;microsoft/awsconnector/redshiftclusters/write
microsoft.awsconnector/redshiftclust*s/delete;2;microsoft/awsconnector/redshiftclusterparametergroups/delete;microsoft/awsconnector/redshiftclusters/delete
microsoft.awsconnector/redshiftcluste*s/read;2;microsoft/awsconnector/redshiftclusterparametergroups/read;microsoft/awsconnector/redshiftclusters/read
microsoft.awsconnector/redshiftcluste*/write;2;microsoft/awsconnector/redshiftclusterparametergroups/write;microsoft/awsconnector/redshiftclusters/write
microsoft.awsconnector/*;2;microsoft/awsconnector/locations/operationstatuses/read;microsoft/awsconnector/operations/read
microsoft.awsconnector/route53*/delete;2;microsoft/awsconnector/route53domainsdomainsummaries/delete;microsoft/awsconnector/route53hostedzones/delete
microsoft.awsconnector/rou*es/read;2;microsoft/awsconnector/route53domainsdomainsummaries/read;microsoft/awsconnector/route53hostedzones/read
microsoft.awsconnector/route5*/write;2;microsoft/awsconnector/route53domainsdomainsummaries/write;microsoft/awsconnector/route53hostedzones/write
microsoft.awsconnector/rout*s/delete;2;microsoft/awsconnector/route53domainsdomainsummaries/delete;microsoft/awsconnector/route53hostedzones/delete
microsoft.awsconnector/rout*es/read;2;microsoft/awsconnector/route53domainsdomainsummaries/read;microsoft/awsconnector/route53hostedzones/read
microsoft.awsconnector/route*/write;2;microsoft/awsconnector/route53domainsdomainsummaries/write;microsoft/awsconnector/route53hostedzones/write
microsoft.awsconnector/rou*/delete;2;microsoft/awsconnector/route53domainsdomainsummaries/delete;microsoft/awsconnector/route53hostedzones/delete
microsoft.awsconnector/ro*/read;2;microsoft/awsconnector/route53domainsdomainsummaries/read;microsoft/awsconnector/route53hostedzones/read
microsoft.awsconnector/ro*s/write;2;microsoft/awsconnector/route53domainsdomainsummaries/write;microsoft/awsconnector/route53hostedzones/write
microsoft.awsconnector/s3access*s/delete;2;microsoft/awsconnector/s3accesscontrolpolicies/delete;microsoft/awsconnector/s3accesspoints/delete
microsoft.awsconnector/s3acces*/read;2;microsoft/awsconnector/s3accesscontrolpolicies/read;microsoft/awsconnector/s3accesspoints/read
microsoft.awsconnector/s3acces*s/write;2;microsoft/awsconnector/s3accesscontrolpolicies/write;microsoft/awsconnector/s3accesspoints/write
microsoft.awsconnector/s3acces*/delete;2;microsoft/awsconnector/s3accesscontrolpolicies/delete;microsoft/awsconnector/s3accesspoints/delete
microsoft.awsconnector/s3acce*s/read;2;microsoft/awsconnector/s3accesscontrolpolicies/read;microsoft/awsconnector/s3accesspoints/read
microsoft.awsconnector/s3*s/write;2;microsoft/awsconnector/s3accesscontrolpolicies/write;microsoft/awsconnector/s3accesspoints/write
microsoft.awsconnector/s3bucket*s/delete;2;microsoft/awsconnector/s3bucketpolicies/delete;microsoft/awsconnector/s3buckets/delete
microsoft.awsconnector/s3*policies/read;2;microsoft/awsconnector/s3accesscontrolpolicies/read;microsoft/awsconnector/s3bucketpolicies/read
microsoft.awsconnector/s3bucke*s/write;2;microsoft/awsconnector/s3bucketpolicies/write;microsoft/awsconnector/s3buckets/write
microsoft.awsconnector/s3bucke*s/delete;2;microsoft/awsconnector/s3bucketpolicies/delete;microsoft/awsconnector/s3buckets/delete
microsoft.awsconnector/s3*/read;2;microsoft/awsconnector/s3accesscontrolpolicies/read;microsoft/awsconnector/s3accesspoints/read
microsoft.awsconnector/s3bucke*/write;2;microsoft/awsconnector/s3bucketpolicies/write;microsoft/awsconnector/s3buckets/write
microsoft.awsconnector/s3controlmultiregionaccesspointpolicydocuments/delete;;microsoft.awsconnector/s3controlmultiregionaccesspointpolicydocuments/delete;microsoft.awsconnector/s3controlmultiregionaccesspointpolicydocuments/delete
