wildcard;diameter;left_pair;right_pair
microsoft.azur*s/read;1;microsoft/azureactivedirectory/associatedbillingaccounts/read;microsoft/azurearcdata/locations/operationstatuses/read
microsoft.azureresiliencemanagement/recoveryplans/recoveryjobs/cancel/action;;microsoft.azureresiliencemanagement/recoveryplans/recoveryjobs/cancel/action;microsoft.azureresiliencemanagement/recoveryplans/recoveryjobs/cancel/action
microsoft.azur*bs/read;1;microsoft/azureimagetestingforlinux/jobs/read;microsoft/azureresiliencemanagement/drills/drillruns/drillrunchildjobs/read
microsoft.azu*bs/read;1;microsoft/azureimagetestingforlinux/jobs/read;microsoft/azureresiliencemanagement/drills/drillruns/drillrunchildjobs/read
microsoft.azur*/read;1;microsoft/azureactivedirectory/associatedbillingaccounts/read;microsoft/azurearcdata/locations/operationstatuses/read
microsoft.azure*/action;1;microsoft/azureactivedirectory/register/action;microsoft/azurearcdata/register/action
microsoft.azu*/action;1;microsoft/azureactivedirectory/register/action;microsoft/azurearcdata/register/action
microsoft.azur*/read;1;microsoft/azureactivedirectory/associatedbillingaccounts/read;microsoft/azurearcdata/locations/operationstatuses/read
microsoft.azu*/action;1;microsoft/azureactivedirectory/register/action;microsoft/azurearcdata/register/action
microsoft.azur*/action;1;microsoft/azureactivedirectory/register/action;microsoft/azurearcdata/register/action
microsoft.azur*up/action;1;microsoft/azurearcdata/sqlserverinstances/createavailabilitygroup/action;microsoft/azureresiliencemanagement/drills/drillruns/testfailovercleanup/action
microsoft.azur*/action;1;microsoft/azureactivedirectory/register/action;microsoft/azurearcdata/register/action
microsoft.azure*ver/action;1;microsoft/azurearcdata/sqlserverinstances/availabilitygroups/failover/action;microsoft/azureresiliencemanagement/drills/drillruns/failover/action
microsoft.azur*/action;1;microsoft/azureactivedirectory/register/action;microsoft/azurearcdata/register/action
microsoft.azur*on/action;1;microsoft/azuredatatransfer/pipelines/approveconnection/action;microsoft/azureresiliencemanagement/recoveryplans/validateforoperation/action
microsoft.azureresiliencemana*rotect/action;2;microsoft/azureresiliencemanagement/drills/drillruns/reprotect/action;microsoft/azureresiliencemanagement/recoveryplans/reprotect/action
microsoft.azure*/action;1;microsoft/azureactivedirectory/register/action;microsoft/azurearcdata/register/action
microsoft.azureresiliencemanagement/*ercleanup/action;2;microsoft/azureresiliencemanagement/drills/drillruns/testfailovercleanup/action;microsoft/azureresiliencemanagement/recoveryplans/testfailovercleanup/action
microsoft.azur*/write;1;microsoft/azureactivedirectory/associatedbillingaccounts/write;microsoft/azurearcdata/locations/operationstatuses/write
microsoft.azure*ster/action;1;microsoft/azureactivedirectory/register/action;microsoft/azurearcdata/register/action
microsoft.azu*s/read;1;microsoft/azureactivedirectory/associatedbillingaccounts/read;microsoft/azurearcdata/locations/operationstatuses/read
microsoft.azu*register/action;1;microsoft/azureactivedirectory/register/action;microsoft/azurearcdata/register/action
microsoft.azures*ions/operationstatuses/read;1;microsoft/azurescan/locations/operationstatuses/read;microsoft/azuresphere/locations/operationstatuses/read
microsoft.azures*es/write;1;microsoft/azurescan/locations/operationstatuses/write;microsoft/azuresphere/catalogs/images/write
microsoft.azur*perations/read;1;microsoft/azureactivedirectory/operations/read;microsoft/azurearcdata/operations/read
microsoft.azure*register/action;1;microsoft/azureactivedirectory/register/action;microsoft/azurearcdata/register/action
microsoft.azures*s/delete;1;microsoft/azurescan/scanningaccounts/delete;microsoft/azuresphere/catalogs/delete
microsoft.azures*/read;1;microsoft/azurescan/locations/operationstatuses/read;microsoft/azuresphere/catalogs/certificates/read
microsoft.azures*nts/write;1;microsoft/azurescan/scanningaccounts/write;microsoft/azuresphere/catalogs/products/devicegroups/deployments/write
microsoft.azures*unregister/action;1;microsoft/azurescan/unregister/action;microsoft/azuresphere/unregister/action
microsoft.azures*es/read;1;microsoft/azurescan/locations/operationstatuses/read;microsoft/azuresphere/catalogs/certificates/read
microsoft.azure*/action;1;microsoft/azureactivedirectory/register/action;microsoft/azurearcdata/register/action
microsoft.azur*e/action;1;microsoft/azuredatatransfer/connections/flows/disable/action;microsoft/azureresiliencemanagement/drills/drillruns/markascomplete/action
microsoft.azures*/action;1;microsoft/azurescan/register/action;microsoft/azuresphere/catalogs/certificates/retrievecertchain/action
microsoft.azures*/delete;1;microsoft/azurescan/scanningaccounts/delete;microsoft/azuresphere/catalogs/delete
microsoft.azures*ages/delete;1;microsoft/azuresphere/catalogs/images/delete;microsoft/azurestackhci/galleryimages/delete
microsoft.azur*s/read;1;microsoft/azureactivedirectory/associatedbillingaccounts/read;microsoft/azurearcdata/locations/operationstatuses/read
microsoft.azures*mages/write;1;microsoft/azuresphere/catalogs/images/write;microsoft/azurestackhci/galleryimages/write
microsoft.azur*ts/action;1;microsoft/azuredatatransfer/connections/flows/getdestinationendpointports/action;microsoft/azuresphere/catalogs/listdeployments/action
microsoft.azu*egroups/action;1;microsoft/azuresphere/catalogs/listdevicegroups/action;microsoft/azurestack/linkedsubscriptions/linkedresourcegroups/action
microsoft.azur*/action;1;microsoft/azureactivedirectory/register/action;microsoft/azurearcdata/register/action
microsoft.azure*evices/action;1;microsoft/azuresphere/catalogs/countdevices/action;microsoft/azurestackhci/devicepools/adddevices/action
microsoft.azu*vices/action;1;microsoft/azuresphere/catalogs/countdevices/action;microsoft/azurestackhci/devicepools/adddevices/action
microsoft.azures*/delete;1;microsoft/azurescan/scanningaccounts/delete;microsoft/azuresphere/catalogs/delete
microsoft.azures*imdevices/action;1;microsoft/azuresphere/catalogs/products/devicegroups/claimdevices/action;microsoft/azurestackhci/devicepools/claimdevices/action
microsoft.azure*es/action;1;microsoft/azuredatatransfer/connections/flows/getsourceaddresses/action;microsoft/azureresiliencemanagement/drills/addorupdateresources/action
microsoft.azures*/delete;1;microsoft/azurescan/scanningaccounts/delete;microsoft/azuresphere/catalogs/delete
microsoft.azu*ts/delete;1;microsoft/azureactivedirectory/associatedbillingaccounts/delete;microsoft/azurefleet/fleets/delete
microsoft.azur*s/read;1;microsoft/azureactivedirectory/associatedbillingaccounts/read;microsoft/azurearcdata/locations/operationstatuses/read
microsoft.azur*ts/write;1;microsoft/azureactivedirectory/associatedbillingaccounts/write;microsoft/azurefleet/fleets/write
microsoft.azur*/delete;1;microsoft/azureactivedirectory/associatedbillingaccounts/delete;microsoft/azurearcdata/datacontrollers/activedirectoryconnectors/delete
microsoft.azuresphere/catalogs/products/devicegroups/devices/generatecapabilityimage/action;;microsoft.azuresphere/catalogs/products/devicegroups/devices/generatecapabilityimage/action;microsoft.azuresphere/catalogs/products/devicegroups/devices/generatecapabilityimage/action
microsoft.azures*devices/read;1;microsoft/azuresphere/catalogs/products/devicegroups/devices/read;microsoft/azurestackhci/edgedevices/read
microsoft.azur*evices/write;1;microsoft/azuresphere/catalogs/products/devicegroups/devices/write;microsoft/azurestackhci/edgedevices/write
microsoft.azures*/read;1;microsoft/azurescan/locations/operationstatuses/read;microsoft/azuresphere/catalogs/certificates/read
microsoft.azur*/write;1;microsoft/azureactivedirectory/associatedbillingaccounts/write;microsoft/azurearcdata/locations/operationstatuses/write
microsoft.azures*groups/action;1;microsoft/azuresphere/catalogs/listdevicegroups/action;microsoft/azurestack/linkedsubscriptions/linkedresourcegroups/action
microsoft.azures*ducts/read;1;microsoft/azuresphere/catalogs/products/read;microsoft/azurestack/registrations/products/read
microsoft.azures*ts/write;1;microsoft/azurescan/scanningaccounts/write;microsoft/azuresphere/catalogs/products/devicegroups/deployments/write
microsoft.azures*/read;1;microsoft/azurescan/locations/operationstatuses/read;microsoft/azuresphere/catalogs/certificates/read
microsoft.azur*e/action;1;microsoft/azuredatatransfer/connections/flows/disable/action;microsoft/azureresiliencemanagement/drills/drillruns/markascomplete/action
microsoft.azures*s/write;1;microsoft/azurescan/locations/operationstatuses/write;microsoft/azuresphere/catalogs/images/write
microsoft.azures*ocations/operationstatuses/read;1;microsoft/azurescan/locations/operationstatuses/read;microsoft/azuresphere/locations/operationstatuses/read
microsoft.azures*ionstatuses/write;1;microsoft/azurescan/locations/operationstatuses/write;microsoft/azuresphere/locations/operationstatuses/write
microsoft.azures*ions/read;1;microsoft/azurescan/operations/read;microsoft/azuresphere/operations/read
microsoft.azures*ter/action;1;microsoft/azurescan/register/action;microsoft/azuresphere/register/action
microsoft.azures*nregister/action;1;microsoft/azurescan/unregister/action;microsoft/azuresphere/unregister/action
microsoft.azurestack*ns/read;1;microsoft/azurestack/operations/read;microsoft/azurestackhci/clusters/arcsettings/extensions/read
microsoft.azurest*files/read;1;microsoft/azurestack/cloudmanifestfiles/read;microsoft/azurestackhci/clusters/networkprofiles/read
microsoft.azurestack/generatedeploymentlicense/action;;microsoft.azurestack/generatedeploymentlicense/action;microsoft.azurestack/generatedeploymentlicense/action
microsoft.azurestack*ons/delete;1;microsoft/azurestack/linkedsubscriptions/delete;microsoft/azurestackhci/clusters/arcsettings/extensions/delete
microsoft.azurestac*s/action;1;microsoft/azurestack/linkedsubscriptions/linkedproviders/action;microsoft/azurestackhci/clusters/addnodes/action
microsoft.azuresta*s/action;1;microsoft/azurestack/linkedsubscriptions/linkedproviders/action;microsoft/azurestackhci/clusters/addnodes/action
microsoft.azurestack/linkedsubscriptions/linkedresourcegroups/linkedproviders/virtualnetworks/read;;microsoft.azurestack/linkedsubscriptions/linkedresourcegroups/linkedproviders/virtualnetworks/read;microsoft.azurestack/linkedsubscriptions/linkedresourcegroups/linkedproviders/virtualnetworks/read
microsoft.azures*ns/action;1;microsoft/azurestack/linkedsubscriptions/operations/action;microsoft/azurestackhci/clusters/arcsettings/consentandinstalldefaultextensions/action
microsoft.azurestack*/read;1;microsoft/azurestack/operations/read;microsoft/azurestackhci/clusters/arcsettings/extensions/read
microsoft.azurestack*ons/write;1;microsoft/azurestack/linkedsubscriptions/write;microsoft/azurestackhci/clusters/arcsettings/extensions/write
microsoft.azurestack*ster/action;1;microsoft/azurestack/register/action;microsoft/azurestackhci/register/action
microsoft.azurestack*ons/delete;1;microsoft/azurestack/linkedsubscriptions/delete;microsoft/azurestackhci/clusters/arcsettings/extensions/delete
microsoft.azurestac*ubscriptions/read;1;microsoft/azurestack/linkedsubscriptions/read;microsoft/azurestackhci/registeredsubscriptions/read
microsoft.azure*s/write;1;microsoft/azureactivedirectory/associatedbillingaccounts/write;microsoft/azurearcdata/locations/operationstatuses/write
microsoft.azurestack*s/delete;1;microsoft/azurestack/linkedsubscriptions/delete;microsoft/azurestackhci/clusters/arcsettings/delete
microsoft.azur*/action;1;microsoft/azureactivedirectory/register/action;microsoft/azurearcdata/register/action
microsoft.azures*/action;1;microsoft/azurescan/register/action;microsoft/azuresphere/catalogs/certificates/retrievecertchain/action
microsoft.azurestack/registrations/products/getproduct/action;;microsoft.azurestack/registrations/products/getproduct/action;microsoft.azurestack/registrations/products/getproduct/action
microsoft.azurestack*s/action;1;microsoft/azurestack/linkedsubscriptions/linkedproviders/action;microsoft/azurestackhci/clusters/addnodes/action
microsoft.azurest*s/action;1;microsoft/azurestack/linkedsubscriptions/linkedproviders/action;microsoft/azurestackhci/clusters/addnodes/action
microsoft.azure*products/read;1;microsoft/azuresphere/catalogs/products/read;microsoft/azurestack/registrations/products/read
microsoft.azurestac*/action;1;microsoft/azurestack/generatedeploymentlicense/action;microsoft/azurestackhci/clusters/addnodes/action
microsoft.azurestack*ns/read;1;microsoft/azurestack/operations/read;microsoft/azurestackhci/clusters/arcsettings/extensions/read
microsoft.azuresta*/write;1;microsoft/azurestack/linkedsubscriptions/write;microsoft/azurestackhci/clusters/arcsettings/extensions/write
microsoft.azuresta*s/action;1;microsoft/azurestack/linkedsubscriptions/linkedproviders/action;microsoft/azurestackhci/clusters/addnodes/action
microsoft.azurestac*s/action;1;microsoft/azurestack/linkedsubscriptions/linkedproviders/action;microsoft/azurestackhci/clusters/addnodes/action
microsoft.azures*/action;1;microsoft/azurescan/register/action;microsoft/azuresphere/catalogs/certificates/retrievecertchain/action
microsoft.azurestack*s/delete;1;microsoft/azurestack/linkedsubscriptions/delete;microsoft/azurestackhci/clusters/arcsettings/delete
microsoft.azurestac*ions/delete;1;microsoft/azurestack/linkedsubscriptions/delete;microsoft/azurestackhci/clusters/arcsettings/extensions/delete
microsoft.azuresta*ons/read;1;microsoft/azurestack/operations/read;microsoft/azurestackhci/clusters/arcsettings/extensions/read
microsoft.azurestack*/action;1;microsoft/azurestack/generatedeploymentlicense/action;microsoft/azurestackhci/clusters/addnodes/action
microsoft.azures*s/write;1;microsoft/azurescan/locations/operationstatuses/write;microsoft/azuresphere/catalogs/images/write
microsoft.azurestac*/action;1;microsoft/azurestack/generatedeploymentlicense/action;microsoft/azurestackhci/clusters/addnodes/action
microsoft.azurestackhci/clusters/arcsettings/initializedisableprocess/action;;microsoft.azurestackhci/clusters/arcsettings/initializedisableprocess/action;microsoft.azurestackhci/clusters/arcsettings/initializedisableprocess/action
microsoft.azu*s/read;1;microsoft/azureactivedirectory/associatedbillingaccounts/read;microsoft/azurearcdata/locations/operationstatuses/read
microsoft.azure*s/write;1;microsoft/azureactivedirectory/associatedbillingaccounts/write;microsoft/azurearcdata/locations/operationstatuses/write
microsoft.azure*/action;1;microsoft/azureactivedirectory/register/action;microsoft/azurearcdata/register/action
microsoft.azure*rs/delete;1;microsoft/azurearcdata/datacontrollers/activedirectoryconnectors/delete;microsoft/azurestackhci/clusters/delete
microsoft.azu*s/delete;1;microsoft/azureactivedirectory/associatedbillingaccounts/delete;microsoft/azurearcdata/datacontrollers/activedirectoryconnectors/delete
microsoft.azures*/read;1;microsoft/azurescan/locations/operationstatuses/read;microsoft/azuresphere/catalogs/certificates/read
microsoft.azurestac*/write;1;microsoft/azurestack/linkedsubscriptions/write;microsoft/azurestackhci/clusters/arcsettings/extensions/write
microsoft.azuresta*s/read;1;microsoft/azurestack/operations/read;microsoft/azurestackhci/clusters/arcsettings/extensions/read
microsoft.azurestac*/delete;1;microsoft/azurestack/linkedsubscriptions/delete;microsoft/azurestackhci/clusters/arcsettings/delete
microsoft.azur*gs/read;1;microsoft/azuresphere/catalogs/read;microsoft/azurestackhci/clusters/arcsettings/read
microsoft.azure*gs/write;1;microsoft/azuresphere/catalogs/write;microsoft/azurestackhci/clusters/arcsettings/write
microsoft.azurest*e/action;1;microsoft/azurestack/generatedeploymentlicense/action;microsoft/azurestackhci/clusters/arcsettings/extensions/upgrade/action
microsoft.azurestack*/write;1;microsoft/azurestack/linkedsubscriptions/write;microsoft/azurestackhci/clusters/arcsettings/extensions/write
microsoft.azurestack*/action;1;microsoft/azurestack/generatedeploymentlicense/action;microsoft/azurestackhci/clusters/addnodes/action
microsoft.azurestack*/action;1;microsoft/azurestack/generatedeploymentlicense/action;microsoft/azurestackhci/clusters/addnodes/action
microsoft.azurestac*/delete;1;microsoft/azurestack/linkedsubscriptions/delete;microsoft/azurestackhci/clusters/arcsettings/delete
microsoft.azurestack*s/read;1;microsoft/azurestack/operations/read;microsoft/azurestackhci/clusters/arcsettings/extensions/read
microsoft.azur*ices/action;1;microsoft/azuresphere/catalogs/countdevices/action;microsoft/azurestackhci/devicepools/adddevices/action
microsoft.azurest*s/action;1;microsoft/azurestack/linkedsubscriptions/linkedproviders/action;microsoft/azurestackhci/clusters/addnodes/action
microsoft.azurestac*/write;1;microsoft/azurestack/linkedsubscriptions/write;microsoft/azurestackhci/clusters/arcsettings/extensions/write
microsoft.azuresta*/delete;1;microsoft/azurestack/linkedsubscriptions/delete;microsoft/azurestackhci/clusters/arcsettings/delete
microsoft.azu*/read;1;microsoft/azureactivedirectory/associatedbillingaccounts/read;microsoft/azurearcdata/locations/operationstatuses/read
microsoft.azuresta*/write;1;microsoft/azurestack/linkedsubscriptions/write;microsoft/azurestackhci/clusters/arcsettings/extensions/write
microsoft.azurestack*/delete;1;microsoft/azurestack/linkedsubscriptions/delete;microsoft/azurestackhci/clusters/arcsettings/delete
microsoft.azures*/delete;1;microsoft/azurescan/scanningaccounts/delete;microsoft/azuresphere/catalogs/delete
microsoft.azure*jobs/read;1;microsoft/azureimagetestingforlinux/jobs/read;microsoft/azureresiliencemanagement/drills/drillruns/drillrunchildjobs/read
microsoft.azure*/jobs/write;1;microsoft/azureimagetestingforlinux/jobs/write;microsoft/azurestackhci/edgedevices/jobs/write
microsoft.azurestac*/read;1;microsoft/azurestack/operations/read;microsoft/azurestackhci/clusters/arcsettings/extensions/read
microsoft.azuresta*/action;1;microsoft/azurestack/generatedeploymentlicense/action;microsoft/azurestackhci/clusters/addnodes/action
microsoft.azurestack*/write;1;microsoft/azurestack/linkedsubscriptions/write;microsoft/azurestackhci/clusters/arcsettings/extensions/write
microsoft.azurestack*/delete;1;microsoft/azurestack/linkedsubscriptions/delete;microsoft/azurestackhci/clusters/arcsettings/delete
microsoft.azur*jobs/delete;1;microsoft/azureimagetestingforlinux/jobs/delete;microsoft/azurestackhci/edgedevices/jobs/delete
microsoft.azures*/read;1;microsoft/azurescan/locations/operationstatuses/read;microsoft/azuresphere/catalogs/certificates/read
microsoft.azures*s/write;1;microsoft/azurescan/locations/operationstatuses/write;microsoft/azuresphere/catalogs/images/write
microsoft.azurestack*es/read;1;microsoft/azurestack/cloudmanifestfiles/read;microsoft/azurestackhci/edgedevices/read
microsoft.azurestac*e/action;1;microsoft/azurestack/generatedeploymentlicense/action;microsoft/azurestackhci/clusters/arcsettings/extensions/upgrade/action
microsoft.azurest*s/write;1;microsoft/azurestack/linkedsubscriptions/write;microsoft/azurestackhci/clusters/arcsettings/extensions/write
microsoft.azure*ges/delete;1;microsoft/azureactivedirectory/guestusages/delete;microsoft/azuresphere/catalogs/images/delete
microsoft.azurestack*/read;1;microsoft/azurestack/operations/read;microsoft/azurestackhci/clusters/arcsettings/extensions/read
microsoft.azurestac*s/write;1;microsoft/azurestack/linkedsubscriptions/write;microsoft/azurestackhci/clusters/arcsettings/extensions/write
microsoft.azurestack*y/action;1;microsoft/azurestack/registrations/getactivationkey/action;microsoft/azurestackhci/clusters/arcsettings/createarcidentity/action
microsoft.azurestack*/action;1;microsoft/azurestack/generatedeploymentlicense/action;microsoft/azurestackhci/clusters/addnodes/action
microsoft.azurest*s/delete;1;microsoft/azurestack/linkedsubscriptions/delete;microsoft/azurestackhci/clusters/arcsettings/delete
microsoft.azurestack*tworks/read;1;microsoft/azurestack/linkedsubscriptions/linkedresourcegroups/linkedproviders/virtualnetworks/read;microsoft/azurestackhci/logicalnetworks/read
microsoft.azurest*/write;1;microsoft/azurestack/linkedsubscriptions/write;microsoft/azurestackhci/clusters/arcsettings/extensions/write
microsoft.azure*n/action;1;microsoft/azuredatatransfer/pipelines/approveconnection/action;microsoft/azurelargeinstance/azurelargeinstances/shutdown/action
microsoft.azur*mages/delete;1;microsoft/azuresphere/catalogs/images/delete;microsoft/azurestackhci/galleryimages/delete
microsoft.azurestac*es/read;1;microsoft/azurestack/cloudmanifestfiles/read;microsoft/azurestackhci/edgedevices/read
microsoft.azurestack*s/write;1;microsoft/azurestack/linkedsubscriptions/write;microsoft/azurestackhci/clusters/arcsettings/extensions/write
microsoft.azurestack*/action;1;microsoft/azurestack/generatedeploymentlicense/action;microsoft/azurestackhci/clusters/addnodes/action
microsoft.azurestac*/delete;1;microsoft/azurestack/linkedsubscriptions/delete;microsoft/azurestackhci/clusters/arcsettings/delete
microsoft.azures*es/read;1;microsoft/azurescan/locations/operationstatuses/read;microsoft/azuresphere/catalogs/certificates/read
microsoft.azuresta*/write;1;microsoft/azurestack/linkedsubscriptions/write;microsoft/azurestackhci/clusters/arcsettings/extensions/write
microsoft.azure*/delete;1;microsoft/azureactivedirectory/associatedbillingaccounts/delete;microsoft/azurearcdata/datacontrollers/activedirectoryconnectors/delete
microsoft.azurestack*s/read;1;microsoft/azurestack/operations/read;microsoft/azurestackhci/clusters/arcsettings/extensions/read
microsoft.azurestack*/delete;1;microsoft/azurestack/linkedsubscriptions/delete;microsoft/azurestackhci/clusters/arcsettings/delete
microsoft.azurestack*les/read;1;microsoft/azurestack/cloudmanifestfiles/read;microsoft/azurestackhci/networksecuritygroups/securityrules/read
microsoft.azures*es/write;1;microsoft/azurescan/locations/operationstatuses/write;microsoft/azuresphere/catalogs/images/write
microsoft.azurestack*/write;1;microsoft/azurestack/linkedsubscriptions/write;microsoft/azurestackhci/clusters/arcsettings/extensions/write
microsoft.azuresta*/action;1;microsoft/azurestack/generatedeploymentlicense/action;microsoft/azurestackhci/clusters/addnodes/action
microsoft.azurestack*s/read;1;microsoft/azurestack/operations/read;microsoft/azurestackhci/clusters/arcsettings/extensions/read
microsoft.azurestack*egister/action;1;microsoft/azurestack/register/action;microsoft/azurestackhci/register/action
microsoft.azurestac*scriptions/read;1;microsoft/azurestack/linkedsubscriptions/read;microsoft/azurestackhci/registeredsubscriptions/read
microsoft.azures*s/delete;1;microsoft/azurescan/scanningaccounts/delete;microsoft/azuresphere/catalogs/delete
microsoft.azurestack*s/read;1;microsoft/azurestack/operations/read;microsoft/azurestackhci/clusters/arcsettings/extensions/read
microsoft.azures*s/write;1;microsoft/azurescan/locations/operationstatuses/write;microsoft/azuresphere/catalogs/images/write
microsoft.azur*y/action;1;microsoft/azurearcdata/sqlserverinstances/gettelemetry/action;microsoft/azureplaywrightservice/checknameavailability/action
microsoft.azurestack*ter/action;1;microsoft/azurestack/register/action;microsoft/azurestackhci/register/action
microsoft.azurestac*s/delete;1;microsoft/azurestack/linkedsubscriptions/delete;microsoft/azurestackhci/clusters/arcsettings/delete
microsoft.azu*ks/read;1;microsoft/azurestack/linkedsubscriptions/linkedresourcegroups/linkedproviders/virtualnetworks/read;microsoft/azurestackhci/logicalnetworks/read
microsoft.azur*s/write;1;microsoft/azureactivedirectory/associatedbillingaccounts/write;microsoft/azurearcdata/locations/operationstatuses/write
microsoft.azures*/action;1;microsoft/azurescan/register/action;microsoft/azuresphere/catalogs/certificates/retrievecertchain/action
microsoft.azurestack*s/delete;1;microsoft/azurestack/linkedsubscriptions/delete;microsoft/azurestackhci/clusters/arcsettings/delete
microsoft.azurest*/read;1;microsoft/azurestack/operations/read;microsoft/azurestackhci/clusters/arcsettings/extensions/read
microsoft.azuresta*/action;1;microsoft/azurestack/generatedeploymentlicense/action;microsoft/azurestackhci/clusters/addnodes/action
microsoft.azurest*/read;1;microsoft/azurestack/operations/read;microsoft/azurestackhci/clusters/arcsettings/extensions/read
microsoft.azur*restart/action;1;microsoft/azurelargeinstance/azurelargeinstances/restart/action;microsoft/azurestackhci/virtualmachineinstances/restart/action
microsoft.azu*/action;1;microsoft/azureactivedirectory/register/action;microsoft/azurearcdata/register/action
microsoft.azu*/start/action;1;microsoft/azurelargeinstance/azurelargeinstances/start/action;microsoft/azureresiliencemanagement/drills/start/action
microsoft.azu*p/action;1;microsoft/azurearcdata/sqlserverinstances/createavailabilitygroup/action;microsoft/azureresiliencemanagement/drills/drillruns/testfailovercleanup/action
microsoft.azurestac*s/write;1;microsoft/azurestack/linkedsubscriptions/write;microsoft/azurestackhci/clusters/arcsettings/extensions/write
microsoft.azuresta*s/read;1;microsoft/azurestack/operations/read;microsoft/azurestackhci/clusters/arcsettings/extensions/read
microsoft.azures*/delete;1;microsoft/azurescan/scanningaccounts/delete;microsoft/azuresphere/catalogs/delete
microsoft.azur*ions/delete;1;microsoft/azuredatatransfer/connections/delete;microsoft/azurestack/linkedsubscriptions/delete
microsoft.azurest*ns/read;1;microsoft/azurestack/operations/read;microsoft/azurestackhci/clusters/arcsettings/extensions/read
microsoft.azu*ns/write;1;microsoft/azuredatatransfer/connections/write;microsoft/azureresiliencemanagement/recoveryplans/write
microsoft.azurest*/read;1;microsoft/azurestack/operations/read;microsoft/azurestackhci/clusters/arcsettings/extensions/read
microsoft.azurestac*/read;1;microsoft/azurestack/operations/read;microsoft/azurestackhci/clusters/arcsettings/extensions/read
microsoft.azure*es/restart/action;1;microsoft/azurelargeinstance/azurelargeinstances/restart/action;microsoft/azurestackhci/virtualmachineinstances/restart/action
microsoft.azurest*/action;1;microsoft/azurestack/generatedeploymentlicense/action;microsoft/azurestackhci/clusters/addnodes/action
microsoft.azu*p/action;1;microsoft/azurearcdata/sqlserverinstances/createavailabilitygroup/action;microsoft/azureresiliencemanagement/drills/drillruns/testfailovercleanup/action
microsoft.azur*nes/write;1;microsoft/azuredatatransfer/pipelines/write;microsoft/azurestackhci/edgemachines/write
microsoft.azurestack*s/delete;1;microsoft/azurestack/linkedsubscriptions/delete;microsoft/azurestackhci/clusters/arcsettings/delete
microsoft.azurestack*works/read;1;microsoft/azurestack/linkedsubscriptions/linkedresourcegroups/linkedproviders/virtualnetworks/read;microsoft/azurestackhci/logicalnetworks/read
microsoft.azur*s/write;1;microsoft/azureactivedirectory/associatedbillingaccounts/write;microsoft/azurearcdata/locations/operationstatuses/write
microsoft.azu*in/action;1;microsoft/azuresphere/catalogs/certificates/retrievecertchain/action;microsoft/azurestackhci/logicalnetworks/join/action
microsoft.azurestack*les/read;1;microsoft/azurestack/cloudmanifestfiles/read;microsoft/azurestackhci/networksecuritygroups/securityrules/read
microsoft.azurestack*es/read;1;microsoft/azurestack/cloudmanifestfiles/read;microsoft/azurestackhci/edgedevices/read
microsoft.azurestack*/action;1;microsoft/azurestack/generatedeploymentlicense/action;microsoft/azurestackhci/clusters/addnodes/action
microsoft.azurest*s/read;1;microsoft/azurestack/operations/read;microsoft/azurestackhci/clusters/arcsettings/extensions/read
microsoft.azurestac*ns/read;1;microsoft/azurestack/operations/read;microsoft/azurestackhci/clusters/arcsettings/extensions/read
microsoft.azurestackhci/clusters/virtualmachinediagnostics/delete;;microsoft.azurestackhci/clusters/virtualmachinediagnostics/delete;microsoft.azurestackhci/clusters/virtualmachinediagnostics/delete
microsoft.azurestack*/read;1;microsoft/azurestack/operations/read;microsoft/azurestackhci/clusters/arcsettings/extensions/read
microsoft.azurestackhci/clusters/virtualmachinediagnostics/write;;microsoft.azurestackhci/clusters/virtualmachinediagnostics/write;microsoft.azurestackhci/clusters/virtualmachinediagnostics/write
microsoft.azurestack*s/delete;1;microsoft/azurestack/linkedsubscriptions/delete;microsoft/azurestackhci/clusters/arcsettings/delete
microsoft.azurestac*/read;1;microsoft/azurestack/operations/read;microsoft/azurestackhci/clusters/arcsettings/extensions/read
microsoft.azur*/write;1;microsoft/azureactivedirectory/associatedbillingaccounts/write;microsoft/azurearcdata/locations/operationstatuses/write
microsoft.azuresta*s/delete;1;microsoft/azurestack/linkedsubscriptions/delete;microsoft/azurestackhci/clusters/arcsettings/delete
microsoft.azurestack*/read;1;microsoft/azurestack/operations/read;microsoft/azurestackhci/clusters/arcsettings/extensions/read
microsoft.azure*/write;1;microsoft/azureactivedirectory/associatedbillingaccounts/write;microsoft/azurearcdata/locations/operationstatuses/write
microsoft.azuresta*s/delete;1;microsoft/azurestack/linkedsubscriptions/delete;microsoft/azurestackhci/clusters/arcsettings/delete
microsoft.azur*ses/read;1;microsoft/azurearcdata/locations/operationstatuses/read;microsoft/azuredatatransfer/locations/operationstatuses/read
microsoft.azurestackhci/publicipaddresses/write;;microsoft.azurestackhci/publicipaddresses/write;microsoft.azurestackhci/publicipaddresses/write
microsoft.azur*/action;1;microsoft/azureactivedirectory/register/action;microsoft/azurearcdata/register/action
microsoft.azurestack*/delete;1;microsoft/azurestack/linkedsubscriptions/delete;microsoft/azurestackhci/clusters/arcsettings/delete
microsoft.azurestac*/read;1;microsoft/azurestack/operations/read;microsoft/azurestackhci/clusters/arcsettings/extensions/read
microsoft.azurestac*s/write;1;microsoft/azurestack/linkedsubscriptions/write;microsoft/azurestackhci/clusters/arcsettings/extensions/write
microsoft.azureterraform/exportterraform/action;;microsoft.azureterraform/exportterraform/action;microsoft.azureterraform/exportterraform/action
