wildcard;diameter;left_pair;right_pair
microsoft.docum*e/action;2;microsoft/documentdb/databaseaccounts/cassandrakeyspaces/tables/throughputsettings/migratetoautoscale/action;microsoft/documentdb/locations/notifynetworksecurityperimeterupdatesavailable/action
microsoft.documentdb/databa*/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.documen*/action;2;microsoft/documentdb/cassandraclusters/fetchnodestatus/action;microsoft/documentdb/databaseaccounts/privateendpointconnectionsapproval/action
microsoft.documentd*ults/read;2;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read;microsoft/documentdb/locations/deletevirtualnetworkorsubnets/operationresults/read
microsoft.documen*/operationresults/read;2;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read;microsoft/documentdb/locations/deletevirtualnetworkorsubnets/operationresults/read
microsoft.documentdb/databas*/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.documentdb/database*/action;3;microsoft/documentdb/databaseaccounts/privateendpointconnectionsapproval/action;microsoft/documentdb/databaseaccounts/backup/action
microsoft.docum*/action;2;microsoft/documentdb/cassandraclusters/fetchnodestatus/action;microsoft/documentdb/databaseaccounts/privateendpointconnectionsapproval/action
microsoft.docu*s/write;2;microsoft/documentdb/cassandraclusters/datacenters/write;microsoft/documentdb/databaseaccounts/apis/databases/collections/settings/write
microsoft.docu*/write;2;microsoft/documentdb/cassandraclusters/datacenters/write;microsoft/documentdb/databaseaccounts/apis/databases/collections/settings/write
microsoft.documentdb*es/delete;2;microsoft/documentdb/databaseaccounts/apis/databases/delete;microsoft/documentdb/fleets/fleetspaces/delete
microsoft.documentd*sults/read;2;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read;microsoft/documentdb/locations/deletevirtualnetworkorsubnets/operationresults/read
microsoft.documentdb/databaseaccount*/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.documentdb/databaseaccounts*tetoautoscale/action;3;microsoft/documentdb/databaseaccounts/cassandrakeyspaces/tables/throughputsettings/migratetoautoscale/action;microsoft/documentdb/databaseaccounts/gremlindatabases/graphs/throughputsettings/migratetoautoscale/action
microsoft.documentdb/databaseaccount*s/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.docu*/action;2;microsoft/documentdb/cassandraclusters/fetchnodestatus/action;microsoft/documentdb/databaseaccounts/privateendpointconnectionsapproval/action
microsoft.documen*operationresults/read;2;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read;microsoft/documentdb/locations/deletevirtualnetworkorsubnets/operationresults/read
microsoft.documentdb/*ts/read;2;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read;microsoft/documentdb/fleets/fleetspaces/fleetspaceaccounts/read
microsoft.documentdb/da*/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.docume*/action;2;microsoft/documentdb/cassandraclusters/fetchnodestatus/action;microsoft/documentdb/databaseaccounts/privateendpointconnectionsapproval/action
microsoft.documentdb/databaseaccounts/*/retrievethroughputdistribution/action;3;microsoft/documentdb/databaseaccounts/mongodbdatabases/collections/throughputsettings/retrievethroughputdistribution/action;microsoft/documentdb/databaseaccounts/sqldatabases/containers/throughputsettings/retrievethroughputdistribution/action
microsoft.documentdb/*;2;microsoft/documentdb/cassandraclusters/datacenters/delete;microsoft/documentdb/databaseaccountnames/read
microsoft.documentd*s/write;2;microsoft/documentdb/cassandraclusters/datacenters/write;microsoft/documentdb/databaseaccounts/apis/databases/collections/settings/write
microsoft.document*ions/delete;2;microsoft/documentdb/databaseaccounts/apis/databases/collections/delete;microsoft/documentdb/mongoclusters/privateendpointconnections/delete
microsoft.documentdb/databa*s/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.documentdb*ons/write;2;microsoft/documentdb/databaseaccounts/apis/databases/collections/write;microsoft/documentdb/mongoclusters/privateendpointconnections/write
microsoft.docume*s/delete;2;microsoft/documentdb/cassandraclusters/datacenters/delete;microsoft/documentdb/databaseaccounts/apis/databases/collections/delete
microsoft.documentdb/*ns/read;2;microsoft/documentdb/databaseaccounts/apis/databases/collections/read;microsoft/documentdb/locations/read
microsoft.documentdb/*tions/write;2;microsoft/documentdb/databaseaccounts/apis/databases/collections/write;microsoft/documentdb/mongoclusters/privateendpointconnections/write
microsoft.documentd*onproxies/delete;2;microsoft/documentdb/databaseaccounts/networksecurityperimeterassociationproxies/delete;microsoft/documentdb/mongoclusters/privateendpointconnectionproxies/delete
microsoft.documentdb/databasea*es/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/read
microsoft.documentdb*oxies/write;2;microsoft/documentdb/databaseaccounts/networksecurityperimeterassociationproxies/write;microsoft/documentdb/mongoclusters/privateendpointconnectionproxies/write
microsoft.documentdb/databaseaccoun*s/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.documentdb/*;2;microsoft/documentdb/cassandraclusters/datacenters/delete;microsoft/documentdb/databaseaccountnames/read
microsoft.documentdb/databaseaccounts/notebookworkspaces/listconnectioninfo/action;;microsoft.documentdb/databaseaccounts/notebookworkspaces/listconnectioninfo/action;microsoft.documentdb/databaseaccounts/notebookworkspaces/listconnectioninfo/action
microsoft.documentdb/databaseaccou*s/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.documentdb/databaseaccou*es/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/read
microsoft.documen*s/write;2;microsoft/documentdb/cassandraclusters/datacenters/write;microsoft/documentdb/databaseaccounts/apis/databases/collections/settings/write
microsoft.documentdb/*;2;microsoft/documentdb/cassandraclusters/datacenters/delete;microsoft/documentdb/databaseaccountnames/read
microsoft.document*/action;2;microsoft/documentdb/cassandraclusters/fetchnodestatus/action;microsoft/documentdb/databaseaccounts/privateendpointconnectionsapproval/action
microsoft.documentdb/databaseaccount*s/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.documentdb/databaseaccou*s/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.documentdb/databaseaccou*/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.documentdb/databa*s/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.docum*cs/read;2;microsoft/documentdb/databaseaccounts/databases/collections/metrics/read;microsoft/documentdb/fleets/fleetanalytics/read
microsoft.documentdb*/action;2;microsoft/documentdb/cassandraclusters/fetchnodestatus/action;microsoft/documentdb/databaseaccounts/privateendpointconnectionsapproval/action
microsoft.documentd*re/action;2;microsoft/documentdb/databaseaccounts/prerestore/action;microsoft/documentdb/locations/restorabledatabaseaccounts/restore/action
microsoft.documentdb/*onnectionproxies/delete;2;microsoft/documentdb/databaseaccounts/privateendpointconnectionproxies/delete;microsoft/documentdb/mongoclusters/privateendpointconnectionproxies/delete
microsoft.docu*nresults/read;2;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read;microsoft/documentdb/locations/deletevirtualnetworkorsubnets/operationresults/read
microsoft.documentdb/data*/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.documentdb*eendpointconnectionproxies/validate/action;2;microsoft/documentdb/databaseaccounts/privateendpointconnectionproxies/validate/action;microsoft/documentdb/mongoclusters/privateendpointconnectionproxies/validate/action
microsoft.documentdb*privateendpointconnectionproxies/write;2;microsoft/documentdb/databaseaccounts/privateendpointconnectionproxies/write;microsoft/documentdb/mongoclusters/privateendpointconnectionproxies/write
microsoft.documentdb/*ons/delete;2;microsoft/documentdb/databaseaccounts/apis/databases/collections/delete;microsoft/documentdb/mongoclusters/privateendpointconnections/delete
microsoft.documentd*results/read;2;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read;microsoft/documentdb/locations/deletevirtualnetworkorsubnets/operationresults/read
microsoft.documentdb/databaseaccount*/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.documentd*/write;2;microsoft/documentdb/cassandraclusters/datacenters/write;microsoft/documentdb/databaseaccounts/apis/databases/collections/settings/write
microsoft.documentdb/databaseaccou*/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.documentdb/data*/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.docume*s/write;2;microsoft/documentdb/cassandraclusters/datacenters/write;microsoft/documentdb/databaseaccounts/apis/databases/collections/settings/write
microsoft.documentdb/databaseaccount*/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.documentdb/databaseaccoun*s/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.documentdb/databaseaccount*/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.documentdb/*/action;2;microsoft/documentdb/cassandraclusters/fetchnodestatus/action;microsoft/documentdb/databaseaccounts/privateendpointconnectionsapproval/action
microsoft.documentdb/databaseacc*/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.documentdb/*/action;2;microsoft/documentdb/cassandraclusters/fetchnodestatus/action;microsoft/documentdb/databaseaccounts/privateendpointconnectionsapproval/action
microsoft.docu*/action;2;microsoft/documentdb/cassandraclusters/fetchnodestatus/action;microsoft/documentdb/databaseaccounts/privateendpointconnectionsapproval/action
microsoft.docu*cs/read;2;microsoft/documentdb/databaseaccounts/databases/collections/metrics/read;microsoft/documentdb/fleets/fleetanalytics/read
microsoft.doc*s/read;2;microsoft/documentdb/cassandraclusters/datacenters/read;microsoft/documentdb/databaseaccountnames/read
microsoft.documentdb/databaseaccount*s/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.documentdb/dat*s/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.documentdb/databaseacco*/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.documentdb/*store/action;2;microsoft/documentdb/databaseaccounts/prerestore/action;microsoft/documentdb/locations/restorabledatabaseaccounts/restore/action
microsoft.doc*/delete;2;microsoft/documentdb/cassandraclusters/datacenters/delete;microsoft/documentdb/databaseaccounts/apis/databases/collections/delete
microsoft.documentdb/databaseaccount*/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.document*/write;2;microsoft/documentdb/cassandraclusters/datacenters/write;microsoft/documentdb/databaseaccounts/apis/databases/collections/settings/write
microsoft.documen*ionresults/read;2;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read;microsoft/documentdb/locations/deletevirtualnetworkorsubnets/operationresults/read
microsoft.documentdb/databas*s/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.documentdb/*;2;microsoft/documentdb/cassandraclusters/datacenters/delete;microsoft/documentdb/databaseaccountnames/read
microsoft.doc*ers/delete;2;microsoft/documentdb/cassandraclusters/datacenters/delete;microsoft/documentdb/databaseaccounts/apis/databases/containers/delete
microsoft.documentdb/databasea*/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.document*/action;2;microsoft/documentdb/cassandraclusters/fetchnodestatus/action;microsoft/documentdb/databaseaccounts/privateendpointconnectionsapproval/action
microsoft.docum*ults/read;2;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read;microsoft/documentdb/locations/deletevirtualnetworkorsubnets/operationresults/read
microsoft.documentdb/databa*s/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.documentdb*s/delete;2;microsoft/documentdb/cassandraclusters/datacenters/delete;microsoft/documentdb/databaseaccounts/apis/databases/collections/delete
microsoft.documentdb/databaseaccou*s/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.docu*/read;2;microsoft/documentdb/cassandraclusters/datacenters/read;microsoft/documentdb/databaseaccountnames/read
microsoft.documentdb/*/write;2;microsoft/documentdb/cassandraclusters/datacenters/write;microsoft/documentdb/databaseaccounts/apis/databases/collections/settings/write
microsoft.docu*e/action;2;microsoft/documentdb/databaseaccounts/cassandrakeyspaces/tables/throughputsettings/migratetoautoscale/action;microsoft/documentdb/locations/notifynetworksecurityperimeterupdatesavailable/action
microsoft.doc*operationresults/read;2;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read;microsoft/documentdb/locations/deletevirtualnetworkorsubnets/operationresults/read
microsoft.documentdb/databaseaccoun*althroughput/action;3;microsoft/documentdb/databaseaccounts/cassandrakeyspaces/tables/throughputsettings/migratetomanualthroughput/action;microsoft/documentdb/databaseaccounts/gremlindatabases/graphs/throughputsettings/migratetomanualthroughput/action
microsoft.documen*tionresults/read;2;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read;microsoft/documentdb/locations/deletevirtualnetworkorsubnets/operationresults/read
microsoft.documentdb/databaseac*s/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.docume*/read;2;microsoft/documentdb/cassandraclusters/datacenters/read;microsoft/documentdb/databaseaccountnames/read
microsoft.documentdb*/action;2;microsoft/documentdb/cassandraclusters/fetchnodestatus/action;microsoft/documentdb/databaseaccounts/privateendpointconnectionsapproval/action
microsoft.documentdb/*;2;microsoft/documentdb/cassandraclusters/datacenters/delete;microsoft/documentdb/databaseaccountnames/read
microsoft.documentdb/*s/write;2;microsoft/documentdb/cassandraclusters/datacenters/write;microsoft/documentdb/databaseaccounts/apis/databases/collections/settings/write
microsoft.documentd*rs/delete;2;microsoft/documentdb/cassandraclusters/datacenters/delete;microsoft/documentdb/databaseaccounts/apis/databases/containers/delete
microsoft.document*/operationresults/read;2;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read;microsoft/documentdb/locations/deletevirtualnetworkorsubnets/operationresults/read
microsoft.documentdb/*/read;2;microsoft/documentdb/cassandraclusters/datacenters/read;microsoft/documentdb/databaseaccountnames/read
microsoft.documentdb/*s/write;2;microsoft/documentdb/cassandraclusters/datacenters/write;microsoft/documentdb/databaseaccounts/apis/databases/collections/settings/write
microsoft.document*ons/delete;2;microsoft/documentdb/databaseaccounts/apis/databases/collections/delete;microsoft/documentdb/mongoclusters/privateendpointconnections/delete
microsoft.documen*erationresults/read;2;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read;microsoft/documentdb/locations/deletevirtualnetworkorsubnets/operationresults/read
microsoft.documentd*ns/read;2;microsoft/documentdb/databaseaccounts/apis/databases/collections/read;microsoft/documentdb/locations/read
microsoft.documentdb/*/write;2;microsoft/documentdb/cassandraclusters/datacenters/write;microsoft/documentdb/databaseaccounts/apis/databases/collections/settings/write
microsoft.documen*rs/write;2;microsoft/documentdb/cassandraclusters/datacenters/write;microsoft/documentdb/databaseaccounts/apis/databases/containers/write
microsoft.doc*s/delete;2;microsoft/documentdb/cassandraclusters/datacenters/delete;microsoft/documentdb/databaseaccounts/apis/databases/collections/delete
microsoft.documentdb/data*s/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.documentdb/databas*/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.doc*le/action;2;microsoft/documentdb/databaseaccounts/cassandrakeyspaces/tables/throughputsettings/migratetoautoscale/action;microsoft/documentdb/locations/notifynetworksecurityperimeterupdatesavailable/action
microsoft.docu*nresults/read;2;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read;microsoft/documentdb/locations/deletevirtualnetworkorsubnets/operationresults/read
microsoft.documentdb/databaseaccounts*ughputsettings/migratetomanualthroughput/action;3;microsoft/documentdb/databaseaccounts/cassandrakeyspaces/tables/throughputsettings/migratetomanualthroughput/action;microsoft/documentdb/databaseaccounts/gremlindatabases/graphs/throughputsettings/migratetomanualthroughput/action
microsoft.documentdb/dat*/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.documentd*erationresults/read;2;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read;microsoft/documentdb/locations/deletevirtualnetworkorsubnets/operationresults/read
microsoft.documentdb/databaseaccount*/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.documentdb/*;2;microsoft/documentdb/cassandraclusters/datacenters/delete;microsoft/documentdb/databaseaccountnames/read
microsoft.document*/action;2;microsoft/documentdb/cassandraclusters/fetchnodestatus/action;microsoft/documentdb/databaseaccounts/privateendpointconnectionsapproval/action
microsoft.document*/write;2;microsoft/documentdb/cassandraclusters/datacenters/write;microsoft/documentdb/databaseaccounts/apis/databases/collections/settings/write
microsoft.documentdb/*es/write;2;microsoft/documentdb/databaseaccounts/apis/databases/write;microsoft/documentdb/fleets/fleetspaces/write
microsoft.documentdb/*/delete;2;microsoft/documentdb/cassandraclusters/datacenters/delete;microsoft/documentdb/databaseaccounts/apis/databases/collections/delete
microsoft.docum*/read;2;microsoft/documentdb/cassandraclusters/datacenters/read;microsoft/documentdb/databaseaccountnames/read
microsoft.documentd*ts/write;2;microsoft/documentdb/databaseaccounts/sqlroleassignments/write;microsoft/documentdb/fleets/fleetspaces/fleetspaceaccounts/write
microsoft.docum*tions/delete;2;microsoft/documentdb/databaseaccounts/apis/databases/collections/delete;microsoft/documentdb/mongoclusters/privateendpointconnections/delete
microsoft.documentdb/databasea*s/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.documentdb*tions/write;2;microsoft/documentdb/databaseaccounts/apis/databases/collections/write;microsoft/documentdb/mongoclusters/privateendpointconnections/write
microsoft.document*les/delete;2;microsoft/documentdb/databaseaccounts/apis/keyspaces/tables/delete;microsoft/documentdb/mongoclusters/firewallrules/delete
microsoft.documentdb/database*/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.documentdb/databas*es/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/read
microsoft.documen*le/action;2;microsoft/documentdb/databaseaccounts/cassandrakeyspaces/tables/throughputsettings/migratetoautoscale/action;microsoft/documentdb/locations/notifynetworksecurityperimeterupdatesavailable/action
microsoft.document*rationresults/read;2;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read;microsoft/documentdb/locations/deletevirtualnetworkorsubnets/operationresults/read
microsoft.documentdb/*;2;microsoft/documentdb/cassandraclusters/datacenters/delete;microsoft/documentdb/databaseaccountnames/read
microsoft.documentdb/d*s/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.documentdb/databaseacco*/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.documentdb/databaseaccou*/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read
microsoft.docu*/write;2;microsoft/documentdb/cassandraclusters/datacenters/write;microsoft/documentdb/databaseaccounts/apis/databases/collections/settings/write
microsoft.documentdb*les/write;2;microsoft/documentdb/databaseaccounts/apis/keyspaces/tables/write;microsoft/documentdb/mongoclusters/firewallrules/write
microsoft.documentdb/dat*es/read;2;microsoft/documentdb/databaseaccountnames/read;microsoft/documentdb/databaseaccounts/apis/databases/read
microsoft.docume*/action;2;microsoft/documentdb/cassandraclusters/fetchnodestatus/action;microsoft/documentdb/databaseaccounts/privateendpointconnectionsapproval/action
microsoft.documentdb/*ccounts/write;2;microsoft/documentdb/databaseaccounts/write;microsoft/documentdb/fleets/fleetspaces/fleetspaceaccounts/write
microsoft.documentdb/*/delete;2;microsoft/documentdb/cassandraclusters/datacenters/delete;microsoft/documentdb/databaseaccounts/apis/databases/collections/delete
microsoft.documentdb/*/delete;2;microsoft/documentdb/cassandraclusters/datacenters/delete;microsoft/documentdb/databaseaccounts/apis/databases/collections/delete
microsoft.docum*ics/read;2;microsoft/documentdb/databaseaccounts/databases/collections/metrics/read;microsoft/documentdb/fleets/fleetanalytics/read
microsoft.docume*/write;2;microsoft/documentdb/cassandraclusters/datacenters/write;microsoft/documentdb/databaseaccounts/apis/databases/collections/settings/write
microsoft.documentd*s/delete;2;microsoft/documentdb/cassandraclusters/datacenters/delete;microsoft/documentdb/databaseaccounts/apis/databases/collections/delete
microsoft.docu*ounts/delete;2;microsoft/documentdb/databaseaccounts/delete;microsoft/documentdb/fleets/fleetspaces/fleetspaceaccounts/delete
microsoft.document*ts/read;2;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read;microsoft/documentdb/fleets/fleetspaces/fleetspaceaccounts/read
microsoft.documentdb*nts/write;2;microsoft/documentdb/databaseaccounts/sqlroleassignments/write;microsoft/documentdb/fleets/fleetspaces/fleetspaceaccounts/write
microsoft.documentdb*s/read;2;microsoft/documentdb/cassandraclusters/datacenters/read;microsoft/documentdb/databaseaccountnames/read
microsoft.document*s/write;2;microsoft/documentdb/cassandraclusters/datacenters/write;microsoft/documentdb/databaseaccounts/apis/databases/collections/settings/write
microsoft.documentdb/*s/read;2;microsoft/documentdb/cassandraclusters/datacenters/read;microsoft/documentdb/databaseaccountnames/read
microsoft.documentdb*/write;2;microsoft/documentdb/cassandraclusters/datacenters/write;microsoft/documentdb/databaseaccounts/apis/databases/collections/settings/write
microsoft.documentdb/locations/deletevirtualnetworkorsubnets/action;;microsoft.documentdb/locations/deletevirtualnetworkorsubnets/action;microsoft.documentdb/locations/deletevirtualnetworkorsubnets/action
microsoft.documentdb/*ationresults/read;2;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read;microsoft/documentdb/locations/deletevirtualnetworkorsubnets/operationresults/read
microsoft.documentdb/locations/notifynetworksecurityperimeterupdatesavailable/action;;microsoft.documentdb/locations/notifynetworksecurityperimeterupdatesavailable/action;microsoft.documentdb/locations/notifynetworksecurityperimeterupdatesavailable/action
microsoft.documentdb/*;2;microsoft/documentdb/cassandraclusters/datacenters/delete;microsoft/documentdb/databaseaccountnames/read
microsoft.documentdb/*ons/read;2;microsoft/documentdb/databaseaccounts/apis/databases/collections/read;microsoft/documentdb/locations/read
microsoft.document*aseaccounts/read;2;microsoft/documentdb/databaseaccounts/read;microsoft/documentdb/locations/restorabledatabaseaccounts/read
microsoft.documentdb/*restore/action;2;microsoft/documentdb/databaseaccounts/prerestore/action;microsoft/documentdb/locations/restorabledatabaseaccounts/restore/action
microsoft.documentdb*/delete;2;microsoft/documentdb/cassandraclusters/datacenters/delete;microsoft/documentdb/databaseaccounts/apis/databases/collections/delete
microsoft.documentdb/m*/read;2;microsoft/documentdb/managedresources/read;microsoft/documentdb/mongoclusters/firewallrules/read
microsoft.documentd*es/write;2;microsoft/documentdb/databaseaccounts/apis/databases/write;microsoft/documentdb/fleets/fleetspaces/write
microsoft.documentdb*ateendpointconnectionsapproval/action;2;microsoft/documentdb/databaseaccounts/privateendpointconnectionsapproval/action;microsoft/documentdb/mongoclusters/privateendpointconnectionsapproval/action
microsoft.documentdb*rs/delete;2;microsoft/documentdb/cassandraclusters/datacenters/delete;microsoft/documentdb/databaseaccounts/apis/databases/containers/delete
microsoft.documentdb*/delete;2;microsoft/documentdb/cassandraclusters/datacenters/delete;microsoft/documentdb/databaseaccounts/apis/databases/collections/delete
microsoft.documentd*les/read;2;microsoft/documentdb/databaseaccounts/apis/keyspaces/tables/read;microsoft/documentdb/mongoclusters/firewallrules/read
microsoft.documentdb/m*s/write;2;microsoft/documentdb/managedresources/write;microsoft/documentdb/mongoclusters/firewallrules/write
microsoft.documentdb*nectionstrings/action;2;microsoft/documentdb/databaseaccounts/listconnectionstrings/action;microsoft/documentdb/mongoclusters/listconnectionstrings/action
microsoft.documentdb/m*es/delete;2;microsoft/documentdb/managedresources/delete;microsoft/documentdb/mongoclusters/firewallrules/delete
microsoft.documentdb/*tionproxies/read;2;microsoft/documentdb/databaseaccounts/networksecurityperimeterassociationproxies/read;microsoft/documentdb/mongoclusters/privateendpointconnectionproxies/read
microsoft.docu*ectionproxies/validate/action;2;microsoft/documentdb/databaseaccounts/privateendpointconnectionproxies/validate/action;microsoft/documentdb/mongoclusters/privateendpointconnectionproxies/validate/action
microsoft.documentdb*endpointconnectionproxies/write;2;microsoft/documentdb/databaseaccounts/privateendpointconnectionproxies/write;microsoft/documentdb/mongoclusters/privateendpointconnectionproxies/write
microsoft.documentdb*teendpointconnections/delete;2;microsoft/documentdb/databaseaccounts/privateendpointconnections/delete;microsoft/documentdb/mongoclusters/privateendpointconnections/delete
microsoft.documentdb/*ctions/read;2;microsoft/documentdb/databaseaccounts/apis/databases/collections/read;microsoft/documentdb/mongoclusters/privateendpointconnections/read
microsoft.documentdb*tions/write;2;microsoft/documentdb/databaseaccounts/apis/databases/collections/write;microsoft/documentdb/mongoclusters/privateendpointconnections/write
microsoft.documentdb/*nkresources/read;2;microsoft/documentdb/databaseaccounts/privatelinkresources/read;microsoft/documentdb/mongoclusters/privatelinkresources/read
microsoft.documentdb/*usters/read;2;microsoft/documentdb/cassandraclusters/read;microsoft/documentdb/mongoclusters/read
microsoft.document*ers/delete;2;microsoft/documentdb/cassandraclusters/datacenters/delete;microsoft/documentdb/databaseaccounts/apis/databases/containers/delete
microsoft.document*ers/read;2;microsoft/documentdb/cassandraclusters/datacenters/read;microsoft/documentdb/databaseaccounts/apis/databases/containers/read
microsoft.docume*s/write;2;microsoft/documentdb/cassandraclusters/datacenters/write;microsoft/documentdb/databaseaccounts/apis/databases/collections/settings/write
microsoft.documentdb/m*s/write;2;microsoft/documentdb/managedresources/write;microsoft/documentdb/mongoclusters/firewallrules/write
microsoft.documentdb*rationresults/read;2;microsoft/documentdb/databaseaccounts/apis/databases/collections/operationresults/read;microsoft/documentdb/locations/deletevirtualnetworkorsubnets/operationresults/read
microsoft.documentdb/operation*/read;2;microsoft/documentdb/operationresults/read;microsoft/documentdb/operations/read
microsoft.documentdb/*ter/action;2;microsoft/documentdb/databaseaccounts/joinperimeter/action;microsoft/documentdb/register/action
