wildcard;diameter;left_pair;right_pair
microsoft.mixedreality*ccounts/read;2;microsoft/mixedreality/objectanchorsaccounts/read;microsoft/mixedreality/objectunderstandingaccounts/read
microsoft.mixedreality/object*ys/action;2;microsoft/mixedreality/objectanchorsaccounts/listkeys/action;microsoft/mixedreality/objectunderstandingaccounts/listkeys/action
microsoft.mixedreality/o*/write;2;microsoft/mixedreality/objectanchorsaccounts/write;microsoft/mixedreality/objectunderstandingaccounts/write
microsoft.mixedreality/*/delete;2;microsoft/mixedreality/objectanchorsaccounts/delete;microsoft/mixedreality/objectunderstandingaccounts/delete
microsoft.mixedreality*s/keys/read;2;microsoft/mixedreality/remoterenderingaccounts/keys/read;microsoft/mixedreality/spatialanchorsaccounts/keys/read
microsoft.mixedre*accounts/listkeys/action;2;microsoft/mixedreality/objectanchorsaccounts/listkeys/action;microsoft/mixedreality/objectunderstandingaccounts/listkeys/action
microsoft.mixedreality/*s/read;2;microsoft/mixedreality/objectanchorsaccounts/read;microsoft/mixedreality/objectunderstandingaccounts/read
microsoft.mixedreality/*nts/regeneratekeys/action;2;microsoft/mixedreality/objectanchorsaccounts/regeneratekeys/action;microsoft/mixedreality/objectunderstandingaccounts/regeneratekeys/action
microsoft.mixedrealit*s/write;2;microsoft/mixedreality/objectanchorsaccounts/write;microsoft/mixedreality/objectunderstandingaccounts/write
microsoft.mixedrea*/keys/read;2;microsoft/mixedreality/remoterenderingaccounts/keys/read;microsoft/mixedreality/spatialanchorsaccounts/keys/read
microsoft.mixedreality*chorsaccounts/listkeys/action;2;microsoft/mixedreality/objectanchorsaccounts/listkeys/action;microsoft/mixedreality/spatialanchorsaccounts/listkeys/action
microsoft.mixedreality/spati*ccounts/read;2;microsoft/mixedreality/spatialanchorsaccounts/read;microsoft/mixedreality/spatialmapsaccounts/read
microsoft.mixedrealit*/action;2;microsoft/mixedreality/objectanchorsaccounts/listkeys/action;microsoft/mixedreality/objectunderstandingaccounts/listkeys/action
microsoft.mixedreality/locations/checknameavailability/read;;microsoft.mixedreality/locations/checknameavailability/read;microsoft.mixedreality/locations/checknameavailability/read
microsoft.mixedreality/o*s/read;2;microsoft/mixedreality/objectanchorsaccounts/read;microsoft/mixedreality/objectunderstandingaccounts/read
microsoft.mixedreality/*ter/action;2;microsoft/mixedreality/register/action;microsoft/mixedreality/unregister/action
microsoft.mixedreality/*s/read;2;microsoft/mixedreality/objectanchorsaccounts/read;microsoft/mixedreality/objectunderstandingaccounts/read
microsoft.mixedreality/spatialanchorsaccounts/providers/microsoft.insig*/read;6;microsoft/mixedreality/spatialanchorsaccounts/providers/microsoft/insights/diagnosticsettings/read;microsoft/mixedreality/spatialanchorsaccounts/providers/microsoft/insights/metricdefinitions/read
microsoft.mixedreality/spatialanchorsaccounts/providers/microsoft.insights/diagnosticsettings/write;;microsoft.mixedreality/spatialanchorsaccounts/providers/microsoft.insights/diagnosticsettings/write;microsoft.mixedreality/spatialanchorsaccounts/providers/microsoft.insights/diagnosticsettings/write
microsoft.mixedreality/spatial*s/read;2;microsoft/mixedreality/spatialanchorsaccounts/keys/read;microsoft/mixedreality/spatialmapsaccounts/read
microsoft.mix*counts/delete;2;microsoft/mixedreality/objectanchorsaccounts/delete;microsoft/mixedreality/objectunderstandingaccounts/delete
microsoft.mixedreality/spatia*ccounts/read;2;microsoft/mixedreality/spatialanchorsaccounts/read;microsoft/mixedreality/spatialmapsaccounts/read
microsoft.mixedreality/spat*/write;2;microsoft/mixedreality/spatialanchorsaccounts/providers/microsoft/insights/diagnosticsettings/write;microsoft/mixedreality/spatialmapsaccounts/write
microsoft.mixedreality*er/action;2;microsoft/mixedreality/register/action;microsoft/mixedreality/unregister/action
microsoft.mobilen*es/read;2;microsoft/mobilenetwork/locations/operationstatuses/read;microsoft/mobilenetwork/mobilenetworks/services/read
microsoft.mobilenetwork/locations/operationstatuses/write;;microsoft.mobilenetwork/locations/operationstatuses/write;microsoft.mobilenetwork/locations/operationstatuses/write
microsoft.mobilenetwork*s/read;2;microsoft/mobilenetwork/locations/operationstatuses/read;microsoft/mobilenetwork/operations/read
microsoft.mobilenetwor*works/delete;2;microsoft/mobilenetwork/mobilenetworks/datanetworks/delete;microsoft/mobilenetwork/packetcorecontrolplanes/packetcoredataplanes/attacheddatanetworks/delete
microsoft.mobilenet*atanetworks/read;2;microsoft/mobilenetwork/mobilenetworks/datanetworks/read;microsoft/mobilenetwork/packetcorecontrolplanes/packetcoredataplanes/attacheddatanetworks/read
microsoft.mobil*/write;2;microsoft/mobilenetwork/locations/operationstatuses/write;microsoft/mobilenetwork/mobilenetworks/datanetworks/write
microsoft.mobilenetwork*networks/delete;2;microsoft/mobilenetwork/mobilenetworks/datanetworks/delete;microsoft/mobilenetwork/packetcorecontrolplanes/packetcoredataplanes/attacheddatanetworks/delete
microsoft.mob*ups/delete;2;microsoft/mobilenetwork/mobilenetworks/edgenetworksecuritygroups/delete;microsoft/mobilenetwork/simgroups/delete
microsoft.mobi*ps/read;2;microsoft/mobilenetwork/mobilenetworks/edgenetworksecuritygroups/read;microsoft/mobilenetwork/simgroups/read
microsoft.mobile*groups/write;2;microsoft/mobilenetwork/mobilenetworks/edgenetworksecuritygroups/write;microsoft/mobilenetwork/simgroups/write
microsoft.mobilenetwork*s/action;2;microsoft/mobilenetwork/mobilenetworks/listsimgroups/action;microsoft/mobilenetwork/simgroups/clonesims/action
microsoft.mobilenetwork*tworks/read;2;microsoft/mobilenetwork/mobilenetworks/datanetworks/read;microsoft/mobilenetwork/packetcorecontrolplanes/packetcoredataplanes/attacheddatanetworks/read
microsoft.mobilene*s/delete;2;microsoft/mobilenetwork/mobilenetworks/datanetworks/delete;microsoft/mobilenetwork/packetcorecontrolplanes/delete
microsoft.mobilenetwork/*es/read;2;microsoft/mobilenetwork/locations/operationstatuses/read;microsoft/mobilenetwork/mobilenetworks/services/read
microsoft.mobilene*s/write;2;microsoft/mobilenetwork/locations/operationstatuses/write;microsoft/mobilenetwork/mobilenetworks/datanetworks/write
microsoft.mobi*es/delete;2;microsoft/mobilenetwork/mobilenetworks/services/delete;microsoft/mobilenetwork/packetcorecontrolplanes/delete
microsoft.mobilenetwork/*es/read;2;microsoft/mobilenetwork/locations/operationstatuses/read;microsoft/mobilenetwork/mobilenetworks/services/read
microsoft.mobilenetw*s/write;2;microsoft/mobilenetwork/locations/operationstatuses/write;microsoft/mobilenetwork/mobilenetworks/datanetworks/write
microsoft.mobilenetwork/mobilenetworks/*es/delete;3;microsoft/mobilenetwork/mobilenetworks/services/delete;microsoft/mobilenetwork/mobilenetworks/simpolicies/delete
microsoft.mobilenetwork/mobilenetworks/sites/deletepacketcore/action;;microsoft.mobilenetwork/mobilenetworks/sites/deletepacketcore/action;microsoft.mobilenetwork/mobilenetworks/sites/deletepacketcore/action
microsoft.mobilenetwork/*s/read;2;microsoft/mobilenetwork/locations/operationstatuses/read;microsoft/mobilenetwork/operations/read
microsoft.mobil*es/write;2;microsoft/mobilenetwork/locations/operationstatuses/write;microsoft/mobilenetwork/mobilenetworks/services/write
microsoft.mobilenetwo*es/delete;2;microsoft/mobilenetwork/mobilenetworks/services/delete;microsoft/mobilenetwork/packetcorecontrolplanes/delete
microsoft.mob*/read;2;microsoft/mobilenetwork/locations/operationstatuses/read;microsoft/mobilenetwork/operations/read
microsoft.mobilenetwork/mobilenetworks/s*ces/write;3;microsoft/mobilenetwork/mobilenetworks/services/write;microsoft/mobilenetwork/mobilenetworks/slices/write
microsoft.mobilenetw*wifissids/delete;2;microsoft/mobilenetwork/mobilenetworks/wifissids/delete;microsoft/mobilenetwork/packetcorecontrolplanes/packetcoredataplanes/attachedwifissids/delete
microsoft.mobilenetwork/*ifissids/read;2;microsoft/mobilenetwork/mobilenetworks/wifissids/read;microsoft/mobilenetwork/packetcorecontrolplanes/packetcoredataplanes/attachedwifissids/read
microsoft.mobilenetwork/*;2;microsoft/mobilenetwork/locations/operationstatuses/read;microsoft/mobilenetwork/operations/read
microsoft.mobilenetwork*tworks/write;2;microsoft/mobilenetwork/mobilenetworks/datanetworks/write;microsoft/mobilenetwork/packetcorecontrolplanes/packetcoredataplanes/attacheddatanetworks/write
microsoft.mobilenetwork/packetcorecont*/read;2;microsoft/mobilenetwork/packetcorecontrolplaneversions/read;microsoft/mobilenetwork/packetcorecontrolplanes/packetcaptures/read
microsoft.mobilenetwork/packetcorecontrolplanes/collectdiagnosticspackage/action;;microsoft.mobilenetwork/packetcorecontrolplanes/collectdiagnosticspackage/action;microsoft.mobilenetwork/packetcorecontrolplanes/collectdiagnosticspackage/action
microsoft.mob*s/delete;2;microsoft/mobilenetwork/mobilenetworks/datanetworks/delete;microsoft/mobilenetwork/packetcorecontrolplanes/delete
microsoft.mobilenetwork/*es/delete;2;microsoft/mobilenetwork/mobilenetworks/services/delete;microsoft/mobilenetwork/packetcorecontrolplanes/delete
microsoft.mobilenetwork/pa*s/read;2;microsoft/mobilenetwork/packetcorecontrolplaneversions/read;microsoft/mobilenetwork/packetcorecontrolplanes/packetcaptures/read
microsoft.mobilenetwork/packetcorecontrolplanes/packetcaptures/stop/action;;microsoft.mobilenetwork/packetcorecontrolplanes/packetcaptures/stop/action;microsoft.mobilenetwork/packetcorecontrolplanes/packetcaptures/stop/action
microsoft.mobilenetwork/packetcorecontrolplanes/packe*/write;3;microsoft/mobilenetwork/packetcorecontrolplanes/packetcaptures/write;microsoft/mobilenetwork/packetcorecontrolplanes/packetcoredataplanes/attacheddatanetworks/write
microsoft.mobilenet*tworks/delete;2;microsoft/mobilenetwork/mobilenetworks/datanetworks/delete;microsoft/mobilenetwork/packetcorecontrolplanes/packetcoredataplanes/attacheddatanetworks/delete
microsoft.mobilenetwork/packetcorecon*s/read;2;microsoft/mobilenetwork/packetcorecontrolplaneversions/read;microsoft/mobilenetwork/packetcorecontrolplanes/packetcaptures/read
microsoft.mobilen*datanetworks/write;2;microsoft/mobilenetwork/mobilenetworks/datanetworks/write;microsoft/mobilenetwork/packetcorecontrolplanes/packetcoredataplanes/attacheddatanetworks/write
microsoft.mobilenetwork/packetcorecontrolplanes/packetcoredataplanes/attachedwifissids/delete;;microsoft.mobilenetwork/packetcorecontrolplanes/packetcoredataplanes/attachedwifissids/delete;microsoft.mobilenetwork/packetcorecontrolplanes/packetcoredataplanes/attachedwifissids/delete
microsoft.mobilenetwork/packetcorecontrolplanes/packetcoredataplanes/attac*/read;4;microsoft/mobilenetwork/packetcorecontrolplanes/packetcoredataplanes/attacheddatanetworks/read;microsoft/mobilenetwork/packetcorecontrolplanes/packetcoredataplanes/attachedwifissids/read
microsoft.mobilenetwork/packetcorecontrolplanes/packetc*/write;3;microsoft/mobilenetwork/packetcorecontrolplanes/packetcaptures/write;microsoft/mobilenetwork/packetcorecontrolplanes/packetcoredataplanes/attacheddatanetworks/write
microsoft.mobilenetwork/packetcorecontrolplanes/packe*s/delete;3;microsoft/mobilenetwork/packetcorecontrolplanes/packetcaptures/delete;microsoft/mobilenetwork/packetcorecontrolplanes/packetcoredataplanes/attacheddatanetworks/delete
microsoft.mobil*ks/delete;2;microsoft/mobilenetwork/mobilenetworks/datanetworks/delete;microsoft/mobilenetwork/packetcorecontrolplanes/packetcoredataplanes/attacheddatanetworks/delete
microsoft.mobile*/read;2;microsoft/mobilenetwork/locations/operationstatuses/read;microsoft/mobilenetwork/operations/read
microsoft.mobilenetwork/*ks/write;2;microsoft/mobilenetwork/mobilenetworks/datanetworks/write;microsoft/mobilenetwork/packetcorecontrolplanes/packetcoredataplanes/attacheddatanetworks/write
microsoft.mobilenetwork/packetcorecontrolplane*/read;2;microsoft/mobilenetwork/packetcorecontrolplaneversions/read;microsoft/mobilenetwork/packetcorecontrolplanes/packetcaptures/read
microsoft.mob*/write;2;microsoft/mobilenetwork/locations/operationstatuses/write;microsoft/mobilenetwork/mobilenetworks/datanetworks/write
microsoft.mobilenetwork/packetcorecontrolplan*s/read;2;microsoft/mobilenetwork/packetcorecontrolplaneversions/read;microsoft/mobilenetwork/packetcorecontrolplanes/packetcaptures/read
microsoft.mobilenetwork/packetcorecontrolplanes/reinstall/action;;microsoft.mobilenetwork/packetcorecontrolplanes/reinstall/action;microsoft.mobilenetwork/packetcorecontrolplanes/reinstall/action
microsoft.mobilenetwork/packetcorecontrolplanes/rollback/action;;microsoft.mobilenetwork/packetcorecontrolplanes/rollback/action;microsoft.mobilenetwork/packetcorecontrolplanes/rollback/action
microsoft.mobilenetwork/packetcorecontrolplanes/routinginfo/read;;microsoft.mobilenetwork/packetcorecontrolplanes/routinginfo/read;microsoft.mobilenetwork/packetcorecontrolplanes/routinginfo/read
microsoft.mobilenetwork/packetcorecontrolplanes/ues/extendedinformation/read;;microsoft.mobilenetwork/packetcorecontrolplanes/ues/extendedinformation/read;microsoft.mobilenetwork/packetcorecontrolplanes/ues/extendedinformation/read
microsoft.mobilenetwork/packetcorecontrolpl*s/read;2;microsoft/mobilenetwork/packetcorecontrolplaneversions/read;microsoft/mobilenetwork/packetcorecontrolplanes/packetcaptures/read
microsoft.mobilenetwork/*/write;2;microsoft/mobilenetwork/locations/operationstatuses/write;microsoft/mobilenetwork/mobilenetworks/datanetworks/write
microsoft.mobilenetwo*rks/delete;2;microsoft/mobilenetwork/mobilenetworks/datanetworks/delete;microsoft/mobilenetwork/packetcorecontrolplanes/packetcoredataplanes/attacheddatanetworks/delete
microsoft.mobilen*/read;2;microsoft/mobilenetwork/locations/operationstatuses/read;microsoft/mobilenetwork/operations/read
microsoft.mobilenetwork/*works/write;2;microsoft/mobilenetwork/mobilenetworks/datanetworks/write;microsoft/mobilenetwork/packetcorecontrolplanes/packetcoredataplanes/attacheddatanetworks/write
microsoft.mobilenetwork*egister/action;2;microsoft/mobilenetwork/register/action;microsoft/mobilenetwork/unregister/action
microsoft.mobile*/action;2;microsoft/mobilenetwork/mobilenetworks/listsimgroups/action;microsoft/mobilenetwork/packetcorecontrolplanes/collectdiagnosticspackage/action
microsoft.mobilenetwork/s*/delete;2;microsoft/mobilenetwork/simgroups/delete;microsoft/mobilenetwork/sims/delete
microsoft.mobilenetw*/action;2;microsoft/mobilenetwork/mobilenetworks/listsimgroups/action;microsoft/mobilenetwork/packetcorecontrolplanes/collectdiagnosticspackage/action
microsoft.mobilenetwork*/action;2;microsoft/mobilenetwork/mobilenetworks/listsimgroups/action;microsoft/mobilenetwork/packetcorecontrolplanes/collectdiagnosticspackage/action
microsoft.mobilenetwork/sim*/read;2;microsoft/mobilenetwork/simgroups/read;microsoft/mobilenetwork/sims/read
microsoft.mobilenetwork/*/delete;2;microsoft/mobilenetwork/mobilenetworks/datanetworks/delete;microsoft/mobilenetwork/packetcorecontrolplanes/delete
microsoft.mobilenetwork/sim*/read;2;microsoft/mobilenetwork/simgroups/read;microsoft/mobilenetwork/sims/read
microsoft.mobilenetwork/*;2;microsoft/mobilenetwork/locations/operationstatuses/read;microsoft/mobilenetwork/operations/read
microsoft.mobilenetw*s/action;2;microsoft/mobilenetwork/mobilenetworks/listsimgroups/action;microsoft/mobilenetwork/simgroups/clonesims/action
microsoft.mobi*s/action;2;microsoft/mobilenetwork/mobilenetworks/listsimgroups/action;microsoft/mobilenetwork/simgroups/clonesims/action
microsoft.mobilenetwork*ps/write;2;microsoft/mobilenetwork/mobilenetworks/edgenetworksecuritygroups/write;microsoft/mobilenetwork/simgroups/write
microsoft.mobilenetwork/*ims/delete;2;microsoft/mobilenetwork/simgroups/sims/delete;microsoft/mobilenetwork/sims/delete
microsoft.mobilenetwork/sim*/read;2;microsoft/mobilenetwork/simgroups/read;microsoft/mobilenetwork/sims/read
microsoft.mobilenetwork/si*/write;2;microsoft/mobilenetwork/simgroups/sims/write;microsoft/mobilenetwork/sims/write
microsoft.mobilenetwork/*er/action;2;microsoft/mobilenetwork/register/action;microsoft/mobilenetwork/unregister/action
microsoft.mysqldiscovery/mysqlsites/*;3;microsoft/mysqldiscovery/mysqlsites/mysqlservers/delete;microsoft/mysqldiscovery/mysqlsites/agents/delete
microsoft.mysqld*s/read;2;microsoft/mysqldiscovery/mysqlsites/mysqlservers/read;microsoft/mysqldiscovery/operations/read
microsoft.mysqldiscovery/*/write;2;microsoft/mysqldiscovery/mysqlsites/mysqlservers/write;microsoft/mysqldiscovery/locations/operationstatuses/write
microsoft.mysqldiscovery/mysql*/delete;3;microsoft/mysqldiscovery/mysqlsites/mysqlservers/delete;microsoft/mysqldiscovery/mysqlsites/agents/delete
microsoft.mysqldiscover*/read;2;microsoft/mysqldiscovery/mysqlsites/mysqlservers/read;microsoft/mysqldiscovery/operations/read
microsoft.mysqldiscovery*/action;2;microsoft/mysqldiscovery/mysqlsites/agents/refresh/action;microsoft/mysqldiscovery/register/action
microsoft.mysqldisc*s/write;2;microsoft/mysqldiscovery/mysqlsites/mysqlservers/write;microsoft/mysqldiscovery/locations/operationstatuses/write
microsoft.mysqldiscovery/*;2;microsoft/mysqldiscovery/mysqlsites/mysqlservers/delete;microsoft/mysqldiscovery/operations/read
microsoft.mysqldi*es/read;2;microsoft/mysqldiscovery/mysqlsites/errorsummaries/read;microsoft/mysqldiscovery/locations/operationstatuses/read
microsoft.mysqldiscovery/*es/read;2;microsoft/mysqldiscovery/mysqlsites/errorsummaries/read;microsoft/mysqldiscovery/locations/operationstatuses/read
microsoft.mys*/action;2;microsoft/mysqldiscovery/mysqlsites/agents/refresh/action;microsoft/mysqldiscovery/register/action
microsoft.mysqldiscovery/*es/read;2;microsoft/mysqldiscovery/mysqlsites/errorsummaries/read;microsoft/mysqldiscovery/locations/operationstatuses/read
microsoft.mysqldiscovery*/write;2;microsoft/mysqldiscovery/mysqlsites/mysqlservers/write;microsoft/mysqldiscovery/locations/operationstatuses/write
microsoft.mysqldiscovery/operations/read;;microsoft.mysqldiscovery/operations/read;microsoft.mysqldiscovery/operations/read
microsoft.mysqldiscovery/*/action;2;microsoft/mysqldiscovery/mysqlsites/agents/refresh/action;microsoft/mysqldiscovery/register/action
microsoft.mysqldiscover*ster/action;2;microsoft/mysqldiscovery/register/action;microsoft/mysqldiscovery/unregister/action
microsoft.mysqld*es/read;2;microsoft/mysqldiscovery/mysqlsites/errorsummaries/read;microsoft/mysqldiscovery/locations/operationstatuses/read
microsoft.mysqldiscovery/locations/operationstatuses/write;;microsoft.mysqldiscovery/locations/operationstatuses/write;microsoft.mysqldiscovery/locations/operationstatuses/write
microsoft.net*ons/read;1;microsoft/netapp/operations/read;microsoft/network/applicationgatewayavailablessloptions/read
microsoft.net*vailability/action;1;microsoft/netapp/locations/checkfilepathavailability/action;microsoft/network/checkfrontdoornameavailability/action
microsoft.net*availability/action;1;microsoft/netapp/locations/checkfilepathavailability/action;microsoft/network/checkfrontdoornameavailability/action
microsoft.net*ility/action;1;microsoft/netapp/locations/checkfilepathavailability/action;microsoft/network/checkfrontdoornameavailability/action
microsoft.netapp/locations/operationresults/read;;microsoft.netapp/locations/operationresults/read;microsoft.netapp/locations/operationresults/read
microsoft.netapp/locations*/action;3;microsoft/netapp/locations/checkfilepathavailability/action;microsoft/netapp/locations/checknameavailability/action
microsoft.net*its/read;1;microsoft/netapp/locations/quotalimits/read;microsoft/network/expressroutecircuits/read
microsoft.net*s/read;1;microsoft/netapp/operations/read;microsoft/network/applicationgatewaywebapplicationfirewallpolicies/read
microsoft.net*/read;1;microsoft/netapp/operations/read;microsoft/network/applicationgatewaywebapplicationfirewallpolicies/read
microsoft.netapp/*s/read;2;microsoft/netapp/operations/read;microsoft/netapp/locations/operationresults/read
microsoft.netap*t/action;2;microsoft/netapp/locations/querynetworksiblingset/action;microsoft/netapp/netappaccounts/capacitypools/volumes/listquotareport/action
microsoft.net*/read;1;microsoft/netapp/operations/read;microsoft/network/applicationgatewaywebapplicationfirewallpolicies/read
microsoft.net*ups/delete;1;microsoft/netapp/netappaccounts/accountbackups/delete;microsoft/network/adminnetworksecuritygroups/delete
microsoft.net*ups/read;1;microsoft/netapp/netappaccounts/accountbackups/read;microsoft/network/adminnetworksecuritygroups/read
microsoft.net*s/write;1;microsoft/netapp/netappaccounts/accountbackups/write;microsoft/network/applicationgatewaywebapplicationfirewallpolicies/write
microsoft.net*olicies/delete;1;microsoft/netapp/netappaccounts/backuppolicies/delete;microsoft/network/applicationgatewaywebapplicationfirewallpolicies/delete
microsoft.netapp/netappaccounts/backup*s/read;3;microsoft/netapp/netappaccounts/backuppolicies/read;microsoft/netapp/netappaccounts/backupvaults/backups/read
microsoft.net*licies/write;1;microsoft/netapp/netappaccounts/backuppolicies/write;microsoft/network/applicationgatewaywebapplicationfirewallpolicies/write
microsoft.netapp/netappac*ups/delete;3;microsoft/netapp/netappaccounts/accountbackups/delete;microsoft/netapp/netappaccounts/backupvaults/backups/delete
microsoft.net*ups/read;1;microsoft/netapp/netappaccounts/accountbackups/read;microsoft/network/adminnetworksecuritygroups/read
microsoft.netapp/netappaccounts*restorefiles/action;3;microsoft/netapp/netappaccounts/backupvaults/backups/restorefiles/action;microsoft/netapp/netappaccounts/capacitypools/volumes/backups/restorefiles/action
microsoft.netapp/netappaccounts/*ups/write;3;microsoft/netapp/netappaccounts/accountbackups/write;microsoft/netapp/netappaccounts/backupvaults/backups/write
microsoft.net*ts/delete;1;microsoft/netapp/netappaccounts/backupvaults/delete;microsoft/network/bastionhosts/delete
microsoft.netapp*ts/read;2;microsoft/netapp/locations/operationresults/read;microsoft/netapp/netappaccounts/backupvaults/read
microsoft.netapp/netappaccounts/back*s/write;3;microsoft/netapp/netappaccounts/backuppolicies/write;microsoft/netapp/netappaccounts/backupvaults/backups/write
microsoft.net*/delete;1;microsoft/netapp/netappaccounts/accountbackups/delete;microsoft/network/applicationgatewaywebapplicationfirewallpolicies/delete
microsoft.netapp/netappaccounts/*oft.insights/diagnosticsettings/read;3;microsoft/netapp/netappaccounts/capacitypools/providers/microsoft/insights/diagnosticsettings/read;microsoft/netapp/netappaccounts/providers/microsoft/insights/diagnosticsettings/read
microsoft.netapp/netappaccounts/*insights/diagnosticsettings/write;3;microsoft/netapp/netappaccounts/capacitypools/providers/microsoft/insights/diagnosticsettings/write;microsoft/netapp/netappaccounts/providers/microsoft/insights/diagnosticsettings/write
microsoft.netapp/netappac*/read;3;microsoft/netapp/netappaccounts/accountbackups/read;microsoft/netapp/netappaccounts/backuppolicies/read
microsoft.net*ns/read;1;microsoft/netapp/operations/read;microsoft/network/applicationgatewayavailablessloptions/read
microsoft.netapp/netappaccounts/capacitypools/read;;microsoft.netapp/netappaccounts/capacitypools/read;microsoft.netapp/netappaccounts/capacitypools/read
microsoft.netapp/netappaccounts/capacitypools/volumes/author*plication/action;5;microsoft/netapp/netappaccounts/capacitypools/volumes/authorizeexternalreplication/action;microsoft/netapp/netappaccounts/capacitypools/volumes/authorizereplication/action
microsoft.netapp/netappacco*n/action;3;microsoft/netapp/netappaccounts/capacitypools/volumes/authorizeexternalreplication/action;microsoft/netapp/netappaccounts/migrateencryption/action
microsoft.netapp/netappaccounts/capacitypools/*/read;4;microsoft/netapp/netappaccounts/capacitypools/providers/microsoft/insights/diagnosticsettings/read;microsoft/netapp/netappaccounts/capacitypools/volumes/backupstatus/read
microsoft.netapp/netappaccounts*ackups/delete;3;microsoft/netapp/netappaccounts/accountbackups/delete;microsoft/netapp/netappaccounts/backupvaults/backups/delete
microsoft.netapp/netappaccounts/*ps/read;3;microsoft/netapp/netappaccounts/accountbackups/read;microsoft/netapp/netappaccounts/backupvaults/backups/read
microsoft.netapp/netappaccount*estorefiles/action;3;microsoft/netapp/netappaccounts/backupvaults/backups/restorefiles/action;microsoft/netapp/netappaccounts/capacitypools/volumes/backups/restorefiles/action
microsoft.netapp/n*ckups/write;3;microsoft/netapp/netappaccounts/accountbackups/write;microsoft/netapp/netappaccounts/backupvaults/backups/write
microsoft.netapp/netappaccounts/c*/action;3;microsoft/netapp/netappaccounts/capacitypools/volumes/authorizeexternalreplication/action;microsoft/netapp/netappaccounts/changekeyvault/action
microsoft.net*ation/action;1;microsoft/netapp/netappaccounts/capacitypools/volumes/authorizeexternalreplication/action;microsoft/network/applicationgateways/commitmigration/action
microsoft.netapp/netappaccounts/capacitypool*s/delete;4;microsoft/netapp/netappaccounts/capacitypools/delete;microsoft/netapp/netappaccounts/capacitypools/volumes/backups/delete
microsoft.netapp/*/action;2;microsoft/netapp/locations/checkfilepathavailability/action;microsoft/netapp/netappaccounts/backupvaults/backups/restorefiles/action
microsoft.net*s/read;1;microsoft/netapp/operations/read;microsoft/network/applicationgatewaywebapplicationfirewallpolicies/read
microsoft.netapp/netappaccounts/capacitypools/volumes/*;5;microsoft/netapp/netappaccounts/capacitypools/volumes/authorizeexternalreplication/action;microsoft/netapp/netappaccounts/capacitypools/volumes/authorizereplication/action
microsoft.netapp/netappaccounts/capacitypools*on/action;5;microsoft/netapp/netappaccounts/capacitypools/volumes/authorizeexternalreplication/action;microsoft/netapp/netappaccounts/capacitypools/volumes/authorizereplication/action
microsoft.netapp/netappaccounts/*es/delete;3;microsoft/netapp/netappaccounts/backuppolicies/delete;microsoft/netapp/netappaccounts/capacitypools/volumes/delete
microsoft.netapp/netappaccounts/*on/action;3;microsoft/netapp/netappaccounts/capacitypools/volumes/authorizeexternalreplication/action;microsoft/netapp/netappaccounts/migrateencryption/action
microsoft.netapp/netappacc*n/action;3;microsoft/netapp/netappaccounts/capacitypools/volumes/authorizeexternalreplication/action;microsoft/netapp/netappaccounts/migrateencryption/action
microsoft.netapp/netappaccounts/capacitypools/volumes/finalize*ion/action;5;microsoft/netapp/netappaccounts/capacitypools/volumes/finalizeexternalreplication/action;microsoft/netapp/netappaccounts/capacitypools/volumes/finalizeonpremmigration/action
microsoft.netapp/netappaccounts*tion/action;3;microsoft/netapp/netappaccounts/capacitypools/volumes/authorizeexternalreplication/action;microsoft/netapp/netappaccounts/migrateencryption/action
microsoft.netapp/netappaccount*/action;3;microsoft/netapp/netappaccounts/backupvaults/backups/restorefiles/action;microsoft/netapp/netappaccounts/capacitypools/volumes/authorizeexternalreplication/action
microsoft.netapp/netappaccounts/capacitypools/*s/read;4;microsoft/netapp/netappaccounts/capacitypools/providers/microsoft/insights/diagnosticsettings/read;microsoft/netapp/netappaccounts/capacitypools/volumes/backupstatus/read
microsoft.netapp/netappaccounts/capacitypool*s/read;4;microsoft/netapp/netappaccounts/capacitypools/providers/microsoft/insights/diagnosticsettings/read;microsoft/netapp/netappaccounts/capacitypools/read
microsoft.netapp/netappaccounts/capacitypo*rt/action;5;microsoft/netapp/netappaccounts/capacitypools/volumes/listquotareport/action;microsoft/netapp/netappaccounts/capacitypools/volumes/revert/action
microsoft.net*s/action;1;microsoft/netapp/netappaccounts/backupvaults/backups/restorefiles/action;microsoft/network/applicationgateways/effectivenetworksecuritygroups/action
microsoft.netapp/netappaccounts/*tebackups/action;3;microsoft/netapp/netappaccounts/capacitypools/volumes/migratebackups/action;microsoft/netapp/netappaccounts/migratebackups/action
microsoft.net*ets/read;1;microsoft/netapp/netappaccounts/capacitypools/volumes/buckets/read;microsoft/network/applicationgatewayavailablewafrulesets/read
microsoft.netapp/netappaccounts/capacitypools/volu*onpremmigration/action;5;microsoft/netapp/netappaccounts/capacitypools/volumes/finalizeonpremmigration/action;microsoft/netapp/netappaccounts/capacitypools/volumes/peerclusterforonpremmigration/action
microsoft.netapp/netappaccounts/capacitypools/volu*er/action;5;microsoft/netapp/netappaccounts/capacitypools/volumes/getgroupidlistforldapuser/action;microsoft/netapp/netappaccounts/capacitypools/volumes/peerexternalcluster/action
microsoft.neta*r/action;2;microsoft/netapp/netappaccounts/capacitypools/volumes/getgroupidlistforldapuser/action;microsoft/netapp/register/action
