wildcard;diameter;left_pair;right_pair
microsoft.cdn/operati*/read;2;microsoft/cdn/operationresults/cdnwebapplicationfirewallpolicyresults/read;microsoft/cdn/operations/read
microsoft.cdn/operationresults/profileresul*tomdomainresults/write;4;microsoft/cdn/operationresults/profileresults/customdomainresults/write;microsoft/cdn/operationresults/profileresults/endpointresults/customdomainresults/write
microsoft.cdn/*/delete;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/delete;microsoft/cdn/cdnwebapplicationfirewallpolicies/delete
microsoft.cdn/operatio*esults/delete;3;microsoft/cdn/operationresults/cdnwebapplicationfirewallpolicyresults/delete;microsoft/cdn/operationresults/delete
microsoft.cdn/operati*results/read;3;microsoft/cdn/operationresults/cdnwebapplicationfirewallpolicyresults/read;microsoft/cdn/operationresults/profileresults/afdendpointresults/read
microsoft.cdn/o*esults/write;3;microsoft/cdn/operationresults/cdnwebapplicationfirewallpolicyresults/write;microsoft/cdn/operationresults/profileresults/afdendpointresults/routeresults/write
microsoft.cdn/operationresults/*ults/delete;3;microsoft/cdn/operationresults/cdnwebapplicationfirewallpolicyresults/delete;microsoft/cdn/operationresults/profileresults/afdendpointresults/delete
microsoft.cdn/operationresults/profileresults*ts/read;4;microsoft/cdn/operationresults/profileresults/afdendpointresults/read;microsoft/cdn/operationresults/profileresults/customdomainresults/read
microsoft.cdn/*ts/write;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/write;microsoft/cdn/operationresults/cdnwebapplicationfirewallpolicyresults/write
microsoft.cdn/op*/read;2;microsoft/cdn/operationresults/cdnwebapplicationfirewallpolicyresults/read;microsoft/cdn/operations/read
microsoft.cdn/operationresult*sults/write;3;microsoft/cdn/operationresults/cdnwebapplicationfirewallpolicyresults/write;microsoft/cdn/operationresults/profileresults/afdendpointresults/routeresults/write
microsoft.cdn*ges/action;2;microsoft/cdn/operationresults/profileresults/usages/action;microsoft/cdn/profiles/usages/action
microsoft.cdn/operationresu*ts/delete;3;microsoft/cdn/operationresults/cdnwebapplicationfirewallpolicyresults/delete;microsoft/cdn/operationresults/delete
microsoft.cdn/operationr*results/delete;3;microsoft/cdn/operationresults/cdnwebapplicationfirewallpolicyresults/delete;microsoft/cdn/operationresults/profileresults/afdendpointresults/delete
microsoft.cdn/operatio*/read;2;microsoft/cdn/operationresults/cdnwebapplicationfirewallpolicyresults/read;microsoft/cdn/operations/read
microsoft.cdn/*ts/write;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/write;microsoft/cdn/operationresults/cdnwebapplicationfirewallpolicyresults/write
microsoft.cdn/operationresults/profileresult*lts/read;4;microsoft/cdn/operationresults/profileresults/afdendpointresults/read;microsoft/cdn/operationresults/profileresults/customdomainresults/read
microsoft.cdn/operationresults/*ults/write;3;microsoft/cdn/operationresults/cdnwebapplicationfirewallpolicyresults/write;microsoft/cdn/operationresults/profileresults/afdendpointresults/routeresults/write
microsoft.cdn/ope*/read;2;microsoft/cdn/operationresults/cdnwebapplicationfirewallpolicyresults/read;microsoft/cdn/operations/read
microsoft.cdn/operationresults/profileresult*/action;4;microsoft/cdn/operationresults/profileresults/cdncanmigratetoafd/action;microsoft/cdn/operationresults/profileresults/cdnmigratetoafd/action
microsoft.cdn/operationr*sults/delete;3;microsoft/cdn/operationresults/cdnwebapplicationfirewallpolicyresults/delete;microsoft/cdn/operationresults/delete
microsoft.cdn/opera*lts/read;3;microsoft/cdn/operationresults/cdnwebapplicationfirewallpolicyresults/read;microsoft/cdn/operationresults/profileresults/afdendpointresults/read
microsoft.cdn/operationr*ts/delete;3;microsoft/cdn/operationresults/cdnwebapplicationfirewallpolicyresults/delete;microsoft/cdn/operationresults/delete
microsoft.cdn/op*/read;2;microsoft/cdn/operationresults/cdnwebapplicationfirewallpolicyresults/read;microsoft/cdn/operations/read
microsoft.cdn/operationr*sults/write;3;microsoft/cdn/operationresults/cdnwebapplicationfirewallpolicyresults/write;microsoft/cdn/operationresults/profileresults/afdendpointresults/routeresults/write
microsoft.cdn/operation*/write;3;microsoft/cdn/operationresults/cdnwebapplicationfirewallpolicyresults/write;microsoft/cdn/operationresults/profileresults/afdendpointresults/routeresults/write
microsoft.cdn/operationresult*s/delete;3;microsoft/cdn/operationresults/cdnwebapplicationfirewallpolicyresults/delete;microsoft/cdn/operationresults/delete
microsoft.cdn/operationresults/*ts/read;3;microsoft/cdn/operationresults/cdnwebapplicationfirewallpolicyresults/read;microsoft/cdn/operationresults/profileresults/afdendpointresults/read
microsoft.cdn/operationresults/*esults/write;3;microsoft/cdn/operationresults/cdnwebapplicationfirewallpolicyresults/write;microsoft/cdn/operationresults/profileresults/afdendpointresults/routeresults/write
microsoft.cdn/*ts/delete;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/delete;microsoft/cdn/operationresults/cdnwebapplicationfirewallpolicyresults/delete
microsoft.cdn/op*s/read;2;microsoft/cdn/operationresults/cdnwebapplicationfirewallpolicyresults/read;microsoft/cdn/operations/read
microsoft.cdn*s/write;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/write;microsoft/cdn/cdnwebapplicationfirewallpolicies/providers/microsoft/insights/diagnosticsettings/write
microsoft.cdn/operationresults*results/write;3;microsoft/cdn/operationresults/cdnwebapplicationfirewallpolicyresults/write;microsoft/cdn/operationresults/profileresults/afdendpointresults/routeresults/write
microsoft.cdn/operati*s/read;2;microsoft/cdn/operationresults/cdnwebapplicationfirewallpolicyresults/read;microsoft/cdn/operations/read
microsoft.cdn/operationresu*ts/write;3;microsoft/cdn/operationresults/cdnwebapplicationfirewallpolicyresults/write;microsoft/cdn/operationresults/profileresults/afdendpointresults/routeresults/write
microsoft.cdn/operatio*s/read;2;microsoft/cdn/operationresults/cdnwebapplicationfirewallpolicyresults/read;microsoft/cdn/operations/read
microsoft.cdn*tetoafd/action;2;microsoft/cdn/operationresults/profileresults/cdncanmigratetoafd/action;microsoft/cdn/profiles/cdncanmigratetoafd/action
microsoft.cdn/profiles/cdn*d/action;3;microsoft/cdn/profiles/cdncanmigratetoafd/action;microsoft/cdn/profiles/cdnmigratetoafd/action
microsoft.cdn*heckhostnameavailability/action;2;microsoft/cdn/operationresults/profileresults/checkhostnameavailability/action;microsoft/cdn/profiles/checkhostnameavailability/action
microsoft.cdn/*ceusage/action;2;microsoft/cdn/checkresourceusage/action;microsoft/cdn/operationresults/profileresults/checkresourceusage/action
microsoft.cdn/*ratessouri/action;2;microsoft/cdn/operationresults/profileresults/generatessouri/action;microsoft/cdn/profiles/generatessouri/action
microsoft.cdn/*ptimizationtypes/action;2;microsoft/cdn/operationresults/profileresults/getsupportedoptimizationtypes/action;microsoft/cdn/profiles/getsupportedoptimizationtypes/action
microsoft.cdn/*/action;2;microsoft/cdn/canmigrate/action;microsoft/cdn/checknameavailability/action
microsoft.cdn/*ioncommit/action;2;microsoft/cdn/operationresults/profileresults/migrationcommit/action;microsoft/cdn/profiles/migrationcommit/action
microsoft.cdn*de/action;2;microsoft/cdn/operationresults/profileresults/upgrade/action;microsoft/cdn/profiles/upgrade/action
microsoft.cdn/*ages/action;2;microsoft/cdn/operationresults/profileresults/usages/action;microsoft/cdn/profiles/usages/action
microsoft.cdn/profiles/*/action;3;microsoft/cdn/profiles/cdncanmigratetoafd/action;microsoft/cdn/profiles/cdnmigratetoafd/action
microsoft.cdn/profiles/*availability/action;3;microsoft/cdn/profiles/checkhostnameavailability/action;microsoft/cdn/profiles/afdendpoints/checkendpointnameavailability/action
microsoft.cdn/*purge/action;2;microsoft/cdn/operationresults/profileresults/afdendpointresults/purge/action;microsoft/cdn/profiles/afdendpoints/purge/action
microsoft.cdn*ages/action;2;microsoft/cdn/operationresults/profileresults/usages/action;microsoft/cdn/profiles/usages/action
microsoft.cdn/*omdomain/action;2;microsoft/cdn/operationresults/profileresults/afdendpointresults/validatecustomdomain/action;microsoft/cdn/profiles/afdendpoints/validatecustomdomain/action
microsoft.cdn/*/delete;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/delete;microsoft/cdn/cdnwebapplicationfirewallpolicies/delete
microsoft.cdn/*ts/read;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/read;microsoft/cdn/operationresults/cdnwebapplicationfirewallpolicyresults/read
microsoft.cdn/*es/delete;2;microsoft/cdn/cdnwebapplicationfirewallpolicies/delete;microsoft/cdn/edgenodes/delete
microsoft.cdn/*s/read;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/read;microsoft/cdn/cdnwebapplicationfirewallpolicies/providers/microsoft/insights/diagnosticsettings/read
microsoft.cdn/*s/write;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/write;microsoft/cdn/cdnwebapplicationfirewallpolicies/providers/microsoft/insights/diagnosticsettings/write
microsoft.cdn/*/write;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/write;microsoft/cdn/cdnwebapplicationfirewallpolicies/providers/microsoft/insights/diagnosticsettings/write
microsoft.cdn/profiles/customdomains/refreshvalidationtoken/action;;microsoft.cdn/profiles/customdomains/refreshvalidationtoken/action;microsoft.cdn/profiles/customdomains/refreshvalidationtoken/action
microsoft.cdn*/delete;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/delete;microsoft/cdn/cdnwebapplicationfirewallpolicies/delete
microsoft.cdn/*s/read;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/read;microsoft/cdn/cdnwebapplicationfirewallpolicies/providers/microsoft/insights/diagnosticsettings/read
microsoft.cdn/*;2;microsoft/cdn/canmigrate/action;microsoft/cdn/checknameavailability/action
microsoft.cdn/*es/delete;2;microsoft/cdn/cdnwebapplicationfirewallpolicies/delete;microsoft/cdn/edgenodes/delete
microsoft.cdn/*sage/action;2;microsoft/cdn/checkresourceusage/action;microsoft/cdn/operationresults/profileresults/checkresourceusage/action
microsoft.cdn/*/load/action;2;microsoft/cdn/operationresults/profileresults/endpointresults/load/action;microsoft/cdn/profiles/endpoints/load/action
microsoft.cdn*/action;2;microsoft/cdn/canmigrate/action;microsoft/cdn/checknameavailability/action
microsoft.cdn/*t/action;2;microsoft/cdn/validatesecret/action;microsoft/cdn/operationresults/profileresults/migrationabort/action
microsoft.cdn/*op/action;2;microsoft/cdn/operationresults/profileresults/endpointresults/stop/action;microsoft/cdn/profiles/endpoints/stop/action
microsoft.cdn*stomdomain/action;2;microsoft/cdn/operationresults/profileresults/afdendpointresults/validatecustomdomain/action;microsoft/cdn/profiles/afdendpoints/validatecustomdomain/action
microsoft.cdn/profiles/endpoints/customdomains/*ttps/action;5;microsoft/cdn/profiles/endpoints/customdomains/disablecustomhttps/action;microsoft/cdn/profiles/endpoints/customdomains/enablecustomhttps/action
microsoft.cdn/*stomhttps/action;2;microsoft/cdn/operationresults/profileresults/endpointresults/customdomainresults/disablecustomhttps/action;microsoft/cdn/profiles/endpoints/customdomains/disablecustomhttps/action
microsoft.cdn/profile*s/customdomains/delete;3;microsoft/cdn/profiles/customdomains/delete;microsoft/cdn/profiles/endpoints/customdomains/delete
microsoft.cdn/profiles/*mains/read;3;microsoft/cdn/profiles/customdomains/read;microsoft/cdn/profiles/endpoints/customdomains/read
microsoft.cdn/profil*tomdomains/write;3;microsoft/cdn/profiles/customdomains/write;microsoft/cdn/profiles/endpoints/customdomains/write
microsoft.cdn*ts/delete;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/delete;microsoft/cdn/operationresults/cdnwebapplicationfirewallpolicyresults/delete
microsoft.cdn/*/delete;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/delete;microsoft/cdn/cdnwebapplicationfirewallpolicies/delete
microsoft.cdn/profiles/*;3;microsoft/cdn/profiles/cdncanmigratetoafd/action;microsoft/cdn/profiles/cdnmigratetoafd/action
microsoft.cdn*s/write;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/write;microsoft/cdn/cdnwebapplicationfirewallpolicies/providers/microsoft/insights/diagnosticsettings/write
microsoft.cdn/*/delete;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/delete;microsoft/cdn/cdnwebapplicationfirewallpolicies/delete
microsoft.cdn/profiles/*rigins/read;3;microsoft/cdn/profiles/endpoints/origins/read;microsoft/cdn/profiles/origingroups/origins/read
microsoft.cdn/profiles/*/origins/write;3;microsoft/cdn/profiles/endpoints/origins/write;microsoft/cdn/profiles/origingroups/origins/write
microsoft.cdn/*ettings/read;2;microsoft/cdn/cdnwebapplicationfirewallpolicies/providers/microsoft/insights/diagnosticsettings/read;microsoft/cdn/profiles/endpoints/providers/microsoft/insights/diagnosticsettings/read
microsoft.cdn/prof*insights/diagnosticsettings/write;3;microsoft/cdn/profiles/endpoints/providers/microsoft/insights/diagnosticsettings/write;microsoft/cdn/profiles/providers/microsoft/insights/diagnosticsettings/write
microsoft.cdn*/read;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/read;microsoft/cdn/cdnwebapplicationfirewallpolicies/providers/microsoft/insights/diagnosticsettings/read
microsoft.cdn*/read;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/read;microsoft/cdn/cdnwebapplicationfirewallpolicies/providers/microsoft/insights/diagnosticsettings/read
microsoft.cdn/*/write;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/write;microsoft/cdn/cdnwebapplicationfirewallpolicies/providers/microsoft/insights/diagnosticsettings/write
microsoft.cdn/*ions/read;2;microsoft/cdn/cdnwebapplicationfirewallpolicies/providers/microsoft/insights/logdefinitions/read;microsoft/cdn/operations/read
microsoft.cdn/*s/read;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/read;microsoft/cdn/cdnwebapplicationfirewallpolicies/providers/microsoft/insights/diagnosticsettings/read
microsoft.cdn/profiles/getloganaly*s/read;3;microsoft/cdn/profiles/getloganalyticslocations/read;microsoft/cdn/profiles/getloganalyticsmetrics/read
microsoft.cdn/*s/read;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/read;microsoft/cdn/cdnwebapplicationfirewallpolicies/providers/microsoft/insights/diagnosticsettings/read
microsoft.cdn/profiles/getwaflogan*s/read;3;microsoft/cdn/profiles/getwafloganalyticsmetrics/read;microsoft/cdn/profiles/getwafloganalyticsrankings/read
microsoft.cdn/*ings/read;2;microsoft/cdn/cdnwebapplicationfirewallpolicies/providers/microsoft/insights/diagnosticsettings/read;microsoft/cdn/profiles/endpoints/providers/microsoft/insights/diagnosticsettings/read
microsoft.cdn/*sages/action;2;microsoft/cdn/operationresults/profileresults/usages/action;microsoft/cdn/profiles/usages/action
microsoft.cdn/*/delete;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/delete;microsoft/cdn/cdnwebapplicationfirewallpolicies/delete
microsoft.cdn/*s/delete;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/delete;microsoft/cdn/cdnwebapplicationfirewallpolicies/delete
microsoft.cdn/*ns/read;2;microsoft/cdn/cdnwebapplicationfirewallpolicies/providers/microsoft/insights/logdefinitions/read;microsoft/cdn/operations/read
microsoft.cdn*s/write;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/write;microsoft/cdn/cdnwebapplicationfirewallpolicies/providers/microsoft/insights/diagnosticsettings/write
microsoft.cdn/profiles/*groups/read;3;microsoft/cdn/profiles/endpoints/origingroups/read;microsoft/cdn/profiles/origingroups/read
microsoft.cdn/profiles/*gingroups/write;3;microsoft/cdn/profiles/endpoints/origingroups/write;microsoft/cdn/profiles/origingroups/write
microsoft.cdn/*ft.insights/diagnosticsettings/read;2;microsoft/cdn/cdnwebapplicationfirewallpolicies/providers/microsoft/insights/diagnosticsettings/read;microsoft/cdn/profiles/endpoints/providers/microsoft/insights/diagnosticsettings/read
microsoft.cdn/profiles*oviders/microsoft.insights/diagnosticsettings/write;3;microsoft/cdn/profiles/endpoints/providers/microsoft/insights/diagnosticsettings/write;microsoft/cdn/profiles/providers/microsoft/insights/diagnosticsettings/write
microsoft.cdn/profile*ogdefinitions/read;3;microsoft/cdn/profiles/endpoints/providers/microsoft/insights/logdefinitions/read;microsoft/cdn/profiles/providers/microsoft/insights/logdefinitions/read
microsoft.cdn/profiles*definitions/read;3;microsoft/cdn/profiles/endpoints/providers/microsoft/insights/logdefinitions/read;microsoft/cdn/profiles/providers/microsoft/insights/logdefinitions/read
microsoft.cdn/profiles/queryloganalyt*s/action;3;microsoft/cdn/profiles/queryloganalyticsmetrics/action;microsoft/cdn/profiles/queryloganalyticsrankings/action
microsoft.cdn/profiles/que*s/action;3;microsoft/cdn/profiles/queryloganalyticsmetrics/action;microsoft/cdn/profiles/queryloganalyticsrankings/action
microsoft.cdn/profiles/querywafloganalytics*s/action;3;microsoft/cdn/profiles/querywafloganalyticsmetrics/action;microsoft/cdn/profiles/querywafloganalyticsrankings/action
microsoft.cdn/profiles/querywafl*s/action;3;microsoft/cdn/profiles/querywafloganalyticsmetrics/action;microsoft/cdn/profiles/querywafloganalyticsrankings/action
microsoft.cdn*s/read;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/read;microsoft/cdn/cdnwebapplicationfirewallpolicies/providers/microsoft/insights/diagnosticsettings/read
microsoft.cdn/*ts/usages/action;2;microsoft/cdn/operationresults/profileresults/usages/action;microsoft/cdn/profiles/afdendpoints/usages/action
microsoft.cdn/*/delete;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/delete;microsoft/cdn/cdnwebapplicationfirewallpolicies/delete
microsoft.cdn/*ets/read;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/read;microsoft/cdn/profiles/rulesets/read
microsoft.cdn*/delete;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/delete;microsoft/cdn/cdnwebapplicationfirewallpolicies/delete
microsoft.cdn*/read;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/read;microsoft/cdn/cdnwebapplicationfirewallpolicies/providers/microsoft/insights/diagnosticsettings/read
microsoft.cdn*/write;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/write;microsoft/cdn/cdnwebapplicationfirewallpolicies/providers/microsoft/insights/diagnosticsettings/write
microsoft.cdn*ts/write;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/write;microsoft/cdn/operationresults/cdnwebapplicationfirewallpolicyresults/write
microsoft.cdn*/delete;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/delete;microsoft/cdn/cdnwebapplicationfirewallpolicies/delete
microsoft.cdn/*s/read;2;microsoft/cdn/cdnwebapplicationfirewallmanagedrulesets/read;microsoft/cdn/cdnwebapplicationfirewallpolicies/providers/microsoft/insights/diagnosticsettings/read
microsoft.cdn/*;2;microsoft/cdn/canmigrate/action;microsoft/cdn/checknameavailability/action
microsoft.cdn/profiles/securitypolicies/delete;;microsoft.cdn/profiles/securitypolicies/delete;microsoft.cdn/profiles/securitypolicies/delete
microsoft.cdn/*ies/read;2;microsoft/cdn/cdnwebapplicationfirewallpolicies/read;microsoft/cdn/profiles/securitypolicies/read
microsoft.cdn/profiles/securitypolicies/write;;microsoft.cdn/profiles/securitypolicies/write;microsoft.cdn/profiles/securitypolicies/write
microsoft.cdn/*;2;microsoft/cdn/canmigrate/action;microsoft/cdn/checknameavailability/action
microsoft.cdn/*gister/action;2;microsoft/cdn/register/action;microsoft/cdn/unregister/action
microsoft.cdn/*/action;2;microsoft/cdn/canmigrate/action;microsoft/cdn/checknameavailability/action
microsoft.certificateregistration/certificateor*/delete;3;microsoft/certificateregistration/certificateorders/delete;microsoft/certificateregistration/certificateorders/certificates/delete
microsoft.cer*/read;1;microsoft/certificateregistration/certificateorders/read;microsoft/certify/locations/operationstatuses/read
microsoft.cer*s/write;1;microsoft/certificateregistration/certificateorders/write;microsoft/certify/locations/operationstatuses/write
microsoft.certificateregistr*/delete;3;microsoft/certificateregistration/certificateorders/delete;microsoft/certificateregistration/certificateorders/certificates/delete
microsoft.certificateregistration/certificateorders/certificates/read;;microsoft.certificateregistration/certificateorders/certificates/read;microsoft.certificateregistration/certificateorders/certificates/read
microsoft.cert*tes/write;1;microsoft/certificateregistration/certificateorders/certificates/write;microsoft/certify/testsuites/write
microsoft.certificateregistration/certificateorders/reissue/action;;microsoft.certificateregistration/certificateorders/reissue/action;microsoft.certificateregistration/certificateorders/reissue/action
microsoft.cert*/action;1;microsoft/certificateregistration/certificateorders/reissue/action;microsoft/certify/register/action
microsoft.certificateregistration/certificateorders/resendemail/action;;microsoft.certificateregistration/certificateorders/resendemail/action;microsoft.certificateregistration/certificateorders/resendemail/action
microsoft.certificateregistration/certificateorders/re*s/action;3;microsoft/certificateregistration/certificateorders/resendrequestemails/action;microsoft/certificateregistration/certificateorders/retrievecertificateactions/action
microsoft.certificateregistration/*/action;2;microsoft/certificateregistration/certificateorders/reissue/action;microsoft/certificateregistration/provisionglobalappserviceprincipalinusertenant/action
microsoft.certificateregistration/certificateorders/retrievecontactinfo/action;;microsoft.certificateregistration/certificateorders/retrievecontactinfo/action;microsoft.certificateregistration/certificateorders/retrievecontactinfo/action
microsoft.certificateregistration/certificateorders/retrieveemailhistory/action;;microsoft.certificateregistration/certificateorders/retrieveemailhistory/action;microsoft.certificateregistration/certificateorders/retrieveemailhistory/action
microsoft.certificateregistration/certificateorders/verifydomainownership/action;;microsoft.certificateregistration/certificateorders/verifydomainownership/action;microsoft.certificateregistration/certificateorders/verifydomainownership/action
microsoft.certif*s/read;1;microsoft/certificateregistration/certificateorders/read;microsoft/certify/locations/operationstatuses/read
microsoft.certificateregistration/provisionglobalappserviceprincipalinusertenant/action;;microsoft.certificateregistration/provisionglobalappserviceprincipalinusertenant/action;microsoft.certificateregistration/provisionglobalappserviceprincipalinusertenant/action
microsoft.cert*register/action;1;microsoft/certificateregistration/register/action;microsoft/certify/register/action
microsoft.certificateregistration/validatecertificateregistrationinformation/action;;microsoft.certificateregistration/validatecertificateregistrationinformation/action;microsoft.certificateregistration/validatecertificateregistrationinformation/action
microsoft.certify/locations/*;4;microsoft/certify/locations/operationstatuses/read;microsoft/certify/locations/operationstatuses/write
microsoft.certify/*;2;microsoft/certify/locations/operationstatuses/read;microsoft/certify/register/action
microsoft.certif*/action;1;microsoft/certificateregistration/certificateorders/reissue/action;microsoft/certify/register/action
microsoft.certif*es/delete;1;microsoft/certificateregistration/certificateorders/certificates/delete;microsoft/certify/testsuites/delete
microsoft.certi*es/read;1;microsoft/certificateregistration/certificateorders/certificates/read;microsoft/certify/locations/operationstatuses/read
microsoft.certif*s/write;1;microsoft/certificateregistration/certificateorders/write;microsoft/certify/locations/operationstatuses/write
microsoft.certif*gister/action;1;microsoft/certificateregistration/register/action;microsoft/certify/register/action
microsoft.certify/*;2;microsoft/certify/locations/operationstatuses/read;microsoft/certify/register/action
microsoft.certify/validationjobs/read;;microsoft.certify/validationjobs/read;microsoft.certify/validationjobs/read
microsoft.certify/validationjobs/write;;microsoft.certify/validationjobs/write;microsoft.certify/validationjobs/write
microsoft.cha*/action;1;microsoft/changeanalysis/changesnapshots/action;microsoft/chaos/experiments/cancel/action
microsoft.cha*es/read;1;microsoft/changeanalysis/changes/read;microsoft/chaos/locations/operationstatuses/read
microsoft.changeanalysis/*hanges/action;2;microsoft/changeanalysis/computechanges/action;microsoft/changeanalysis/resourcechanges/action
microsoft.cha*/read;1;microsoft/changeanalysis/changes/read;microsoft/chaos/experiments/executions/read
microsoft.changeanalysis/profile/read;;microsoft.changeanalysis/profile/read;microsoft.changeanalysis/profile/read
microsoft.changeanalysis/profile/write;;microsoft.changeanalysis/profile/write;microsoft.changeanalysis/profile/write
microsoft.changeanalysis*gister/action;2;microsoft/changeanalysis/register/action;microsoft/changeanalysis/unregister/action
microsoft.changeanaly*/action;2;microsoft/changeanalysis/changesnapshots/action;microsoft/changeanalysis/computechanges/action
microsoft.changeanalysis/resourcechanges/read;;microsoft.changeanalysis/resourcechanges/read;microsoft.changeanalysis/resourcechanges/read
microsoft.cha*ter/action;1;microsoft/changeanalysis/register/action;microsoft/chaos/register/action
microsoft.cha*/action;1;microsoft/changeanalysis/changesnapshots/action;microsoft/chaos/experiments/cancel/action
microsoft.chaos/experiments/delete;;microsoft.chaos/experiments/delete;microsoft.chaos/experiments/delete
microsoft.chaos/experiments/executions/getexecutiondetails/action;;microsoft.chaos/experiments/executions/getexecutiondetails/action;microsoft.chaos/experiments/executions/getexecutiondetails/action
microsoft.chaos/experiments/*;3;microsoft/chaos/experiments/cancel/action;microsoft/chaos/experiments/delete
microsoft.chaos/*;2;microsoft/chaos/experiments/cancel/action;microsoft/chaos/locations/operationresults/read
microsoft.cha*/action;1;microsoft/changeanalysis/changesnapshots/action;microsoft/chaos/experiments/cancel/action
microsoft.chaos/experiments/write;;microsoft.chaos/experiments/write;microsoft.chaos/experiments/write
microsoft.cha*/read;1;microsoft/changeanalysis/changes/read;microsoft/chaos/experiments/executions/read
microsoft.cha*s/read;1;microsoft/changeanalysis/changes/read;microsoft/chaos/experiments/executions/read
microsoft.cha*es/read;1;microsoft/changeanalysis/changes/read;microsoft/chaos/locations/operationstatuses/read
microsoft.chaos*s/read;2;microsoft/chaos/experiments/executions/read;microsoft/chaos/locations/operationresults/read
microsoft.cha*s/read;1;microsoft/changeanalysis/changes/read;microsoft/chaos/experiments/executions/read
microsoft.cha*r/action;1;microsoft/changeanalysis/register/action;microsoft/chaos/register/action
microsoft.cha*/read;1;microsoft/changeanalysis/changes/read;microsoft/chaos/experiments/executions/read
microsoft.chaos/*;2;microsoft/chaos/experiments/cancel/action;microsoft/chaos/locations/operationresults/read
microsoft.cha*/read;1;microsoft/changeanalysis/changes/read;microsoft/chaos/experiments/executions/read
microsoft.chaos/targets/capabilities/write;;microsoft.chaos/targets/capabilities/write;microsoft.chaos/targets/capabilities/write
microsoft.chaos/*ts/delete;2;microsoft/chaos/experiments/delete;microsoft/chaos/targets/delete
microsoft.cha*/read;1;microsoft/changeanalysis/changes/read;microsoft/chaos/experiments/executions/read
microsoft.cha*/write;1;microsoft/changeanalysis/profile/write;microsoft/chaos/experiments/write
microsoft.cha*unregister/action;1;microsoft/changeanalysis/unregister/action;microsoft/chaos/unregister/action
microsoft.classic*/read;1;microsoft/classiccompute/capabilities/read;microsoft/classicnetwork/expressroutecrossconnections/operationstatuses/read
microsoft.classi*ility/action;1;microsoft/classiccompute/checkdomainnameavailability/action;microsoft/classicnetwork/virtualnetworks/checkipaddressavailability/action
microsoft.classiccompute/checkdomainnameavailability/read;;microsoft.classiccompute/checkdomainnameavailability/read;microsoft.classiccompute/checkdomainnameavailability/read
microsoft.classiccomput*/write;2;microsoft/classiccompute/domainnames/active/write;microsoft/classiccompute/virtualmachines/associatednetworksecuritygroups/write
microsoft.classi*s/read;1;microsoft/classiccompute/capabilities/read;microsoft/classicnetwork/expressroutecrossconnections/operationstatuses/read
microsoft.classi*/capabilities/read;1;microsoft/classiccompute/capabilities/read;microsoft/classicnetwork/virtualnetworks/capabilities/read
microsoft.cla*es/delete;1;microsoft/classiccompute/domainnames/delete;microsoft/classicnetwork/networksecuritygroups/securityrules/delete
microsoft.clas*ts/read;1;microsoft/classiccompute/domainnames/availabilitysets/read;microsoft/classicstorage/storageaccounts/read
microsoft.classiccompute/domainnames*ts/roles/read;3;microsoft/classiccompute/domainnames/deploymentslots/roles/read;microsoft/classiccompute/domainnames/slots/roles/read
microsoft.classiccompute/domainnames*es/read;3;microsoft/classiccompute/domainnames/capabilities/read;microsoft/classiccompute/domainnames/deploymentslots/roles/read
microsoft.classiccompute/domainnames*/read;3;microsoft/classiccompute/domainnames/availabilitysets/read;microsoft/classiccompute/domainnames/capabilities/read
